"geoid","label","popu181","mdgr","pbwpv","pbwpv_p","lgoenlep1","fb1_p","ea_bchdh","ea_bchdh_p","pop65pl1"
BX0101,Mott Haven-Port Morris (BX0101),15392.0,1056.0,22865.0,40.5,14653.0,26.8,4830.0,13.6,6426.0
BX0102,Melrose (BX0102),10851.0,1087.0,15304.0,38.2,10028.0,24.9,4066.0,16.0,4932.0
BX0201,Hunts Point (BX0201),3597.0,1322.0,4006.0,29.4,3417.0,26.9,1236.0,13.7,1851.0
BX0202,Longwood (BX0202),11509.0,1234.0,13518.0,33.4,11471.0,26.5,3867.0,15.5,4751.0
BX0291,North & South Brother Islands (BX0291),0.0,,0.0,,0.0,,0.0,,0.0
BX0301,Morrisania (BX0301),10019.0,1195.0,13090.0,36.8,7686.0,26.2,3147.0,14.1,3702.0
BX0302,Claremont Village-Claremont (East) (BX0302),6102.0,1045.0,10354.0,45.8,4897.0,21.3,1517.0,10.7,3074.0
BX0303,Crotona Park East (BX0303),7714.0,1278.0,8813.0,30.4,7522.0,33.2,3332.0,17.4,3378.0
BX0391,Crotona Park (BX0391),0.0,,0.0,,0.0,,0.0,,0.0
BX0401,Concourse-Concourse Village (BX0401),15704.0,1419.0,21518.0,32.8,17370.0,36.6,8735.0,19.2,9003.0
BX0402,Highbridge (BX0402),8591.0,1323.0,10473.0,33.7,9511.0,31.0,3044.0,15.0,3373.0
BX0403,Mount Eden-Claremont (West) (BX0403),14515.0,1414.0,15387.0,30.3,16632.0,42.5,4908.0,15.3,5442.0
BX0491,Yankee Stadium-Macombs Dam Park (BX0491),0.0,,0.0,,0.0,,0.0,,0.0
BX0492,Claremont Park (BX0492),0.0,,0.0,,0.0,,0.0,,0.0
BX0501,University Heights (South)-Morris Heights (BX0501),14169.0,1313.0,18310.0,34.3,16231.0,42.9,5121.0,14.7,5393.0
BX0502,Mount Hope (BX0502),12544.0,1476.0,14896.0,31.7,15660.0,45.7,4812.0,15.9,4596.0
BX0503,Fordham Heights (BX0503),9596.0,1530.0,10586.0,32.6,11711.0,47.2,2093.0,10.7,2220.0
BX0601,West Farms (BX0601),5154.0,1228.0,7936.0,44.9,5199.0,29.8,1218.0,11.3,2098.0
BX0602,Tremont (BX0602),8791.0,1265.0,10845.0,33.8,8184.0,32.8,2960.0,14.4,3467.0
BX0603,Belmont (BX0603),9485.0,1473.0,13345.0,40.0,10708.0,32.2,3063.0,15.2,3627.0
BX0701,University Heights (North)-Fordham (BX0701),10363.0,1579.0,11531.0,26.7,16406.0,43.1,4183.0,14.0,5490.0
BX0702,Bedford Park (BX0702),12606.0,1615.0,13341.0,25.7,18161.0,43.9,6708.0,19.3,6445.0
BX0703,Norwood (BX0703),9706.0,1572.0,10832.0,27.8,12638.0,45.2,6203.0,23.4,3541.0
BX0801,Kingsbridge Heights-Van Cortlandt Village (BX0801),8420.0,1535.0,7772.0,23.1,9995.0,39.2,6050.0,26.0,5545.0
BX0802,Kingsbridge-Marble Hill (BX0802),6272.0,1489.0,7302.0,30.4,5553.0,34.2,5301.0,32.4,3300.0
BX0803,Riverdale-Spuyten Duyvil (BX0803),9172.0,1944.0,2664.0,6.2,3950.0,22.1,21321.0,62.1,13577.0
BX0901,Soundview-Bruckner-Bronx River (BX0901),17765.0,1410.0,20337.0,30.3,17096.0,36.0,6654.0,15.4,8509.0
BX0902,Soundview-Clason Point (BX0902),8571.0,1099.0,8959.0,24.8,7132.0,24.2,5394.0,22.4,6024.0
BX0903,Castle Hill-Unionport (BX0903),8202.0,1438.0,8335.0,22.9,9829.0,33.3,4581.0,18.6,6333.0
BX0904,Parkchester (BX0904),7137.0,1705.0,6637.0,22.4,6263.0,37.0,6018.0,29.6,4255.0
BX0991,Soundview Park (BX0991),0.0,,0.0,,0.0,,0.0,,0.0
BX1001,Westchester Square (BX1001),3785.0,1628.0,3533.0,23.4,4264.0,43.5,2141.0,21.2,2122.0
BX1002,Throgs Neck-Schuylerville (BX1002),10869.0,1787.0,6723.0,14.3,6326.0,19.5,8498.0,25.9,7385.0
BX1003,Pelham Bay-Country Club-City Island (BX1003),5463.0,1832.0,3381.0,12.3,3803.0,24.4,7406.0,35.3,5731.0
BX1004,Co-op City (BX1004),6111.0,1240.0,4198.0,11.7,3482.0,26.1,7578.0,27.8,9774.0
BX1071,Hart Island (BX1071),0.0,,0.0,,0.0,,0.0,,0.0
BX1091,Ferry Point Park-St. Raymond Cemetery (BX1091),0.0,,0.0,,0.0,,0.0,,0.0
BX1101,Pelham Parkway-Van Nest (BX1101),6645.0,1759.0,5201.0,18.3,7017.0,30.1,5338.0,28.0,3256.0
BX1102,Morris Park (BX1102),4585.0,1794.0,2804.0,12.8,4293.0,29.9,5405.0,33.5,3653.0
BX1103,Pelham Gardens (BX1103),5868.0,1747.0,3363.0,12.5,4763.0,33.7,6719.0,33.0,5779.0
BX1104,Allerton (BX1104),7701.0,1351.0,8113.0,24.7,8542.0,36.9,4546.0,19.9,5646.0
BX1161,Hutchinson Metro Center (BX1161),0.0,,115.0,65.3,62.0,10.2,18.0,3.8,135.0
BX1201,Williamsbridge-Olinville (BX1201),14643.0,1520.0,13964.0,24.5,7897.0,37.6,8330.0,21.9,7936.0
BX1202,Eastchester-Edenwald-Baychester (BX1202),13204.0,1401.0,9432.0,18.2,4263.0,36.4,9520.0,27.5,8080.0
BX1203,Wakefield-Woodlawn (BX1203),10022.0,1645.0,8398.0,17.0,4503.0,42.0,11740.0,32.3,9084.0
BX1271,Woodlawn Cemetery (BX1271),0.0,,0.0,,0.0,,0.0,,0.0
BX2691,Van Cortlandt Park (BX2691),0.0,2093.0,10.0,17.9,9.0,,32.0,80.0,0.0
BX2791,Bronx Park (BX2791),5.0,2249.0,2.0,7.7,1.0,3.8,1.0,5.3,0.0
BX2891,Pelham Bay Park (BX2891),21.0,1699.0,15.0,26.3,0.0,7.0,15.0,57.7,1.0
MN0101,Financial District-Battery Park City (MN0101),6507.0,3500.0,2866.0,6.1,3018.0,26.2,30432.0,82.9,4008.0
MN0102,Tribeca-Civic Center (MN0102),4113.0,3500.0,1306.0,6.1,1779.0,22.6,13691.0,81.1,2840.0
MN0191,The Battery-Governors Island-Ellis Island-Liberty Island (MN0191),0.0,,0.0,,0.0,,0.0,,0.0
MN0201,SoHo-Little Italy-Hudson Square (MN0201),2280.0,2650.0,2159.0,9.9,2437.0,30.5,14070.0,79.3,3833.0
MN0202,Greenwich Village (MN0202),2516.0,2942.0,2009.0,7.4,1192.0,20.7,20515.0,89.1,5599.0
MN0203,West Village (MN0203),2755.0,3063.0,1993.0,6.2,706.0,18.3,23305.0,83.7,5526.0
MN0301,Chinatown-Two Bridges (MN0301),5498.0,1163.0,11634.0,30.2,16451.0,48.2,9660.0,30.6,10051.0
MN0302,Lower East Side (MN0302),6055.0,1202.0,10315.0,22.6,10333.0,30.2,15918.0,45.0,10128.0
MN0303,East Village (MN0303),5684.0,1856.0,14090.0,22.3,9039.0,24.3,30630.0,59.9,10192.0
MN0401,Chelsea-Hudson Yards (MN0401),5947.0,2892.0,7479.0,12.3,4233.0,25.5,38950.0,75.2,9429.0
MN0402,Hell's Kitchen (MN0402),3849.0,2298.0,6726.0,12.3,5439.0,31.4,34693.0,72.7,9802.0
MN0501,Midtown South-Flatiron-Union Square (MN0501),2536.0,3372.0,3461.0,12.8,1717.0,25.4,18782.0,81.1,3562.0
MN0502,Midtown-Times Square (MN0502),1555.0,3250.0,2771.0,12.8,1508.0,36.7,14653.0,75.5,4883.0
MN0601,Stuyvesant Town-Peter Cooper Village (MN0601),2910.0,3188.0,1644.0,7.5,746.0,24.7,15341.0,85.7,4030.0
MN0602,Gramercy (MN0602),2861.0,3003.0,2808.0,11.7,1015.0,15.3,15655.0,81.8,4015.0
MN0603,Murray Hill-Kips Bay (MN0603),4653.0,3195.0,4348.0,8.2,2803.0,27.3,36215.0,82.6,9274.0
MN0604,East Midtown-Turtle Bay (MN0604),4279.0,3048.0,3092.0,7.4,1542.0,25.0,30024.0,84.1,11795.0
MN0661,United Nations (MN0661),0.0,,0.0,,0.0,,0.0,,0.0
MN0701,Upper West Side-Lincoln Square (MN0701),10806.0,3186.0,7141.0,10.8,4327.0,26.9,45308.0,84.6,13368.0
MN0702,Upper West Side (Central) (MN0702),16074.0,2687.0,8122.0,8.3,4982.0,20.2,65028.0,81.7,22612.0
MN0703,Upper West Side-Manhattan Valley (MN0703),7024.0,1963.0,8365.0,16.6,5672.0,23.2,25363.0,62.9,11318.0
MN0801,Upper East Side-Lenox Hill-Roosevelt Island (MN0801),12510.0,2877.0,6819.0,8.8,6713.0,29.0,50791.0,81.3,14860.0
MN0802,Upper East Side-Carnegie Hill (MN0802),9006.0,2898.0,2766.0,5.1,1980.0,20.3,36496.0,85.4,16288.0
MN0803,Upper East Side-Yorkville (MN0803),9688.0,2581.0,5752.0,7.3,4309.0,21.5,50932.0,77.9,18195.0
MN0901,Morningside Heights (MN0901),3786.0,1910.0,6496.0,24.2,4004.0,29.5,16001.0,72.6,5515.0
MN0902,Manhattanville-West Harlem (MN0902),4577.0,1358.0,6377.0,29.1,4826.0,30.4,5166.0,33.0,2926.0
MN0903,Hamilton Heights-Sugar Hill (MN0903),8093.0,1781.0,12301.0,23.6,12014.0,38.4,17209.0,41.3,7253.0
MN1001,Harlem (South) (MN1001),8891.0,1629.0,8741.0,18.0,3204.0,25.4,20078.0,54.9,5288.0
MN1002,Harlem (North) (MN1002),17308.0,1305.0,23325.0,27.3,10955.0,23.1,21797.0,35.0,10966.0
MN1101,East Harlem (South) (MN1101),10561.0,1216.0,16379.0,29.2,11368.0,27.7,17433.0,40.9,10377.0
MN1102,East Harlem (North) (MN1102),13595.0,1239.0,21276.0,33.9,10095.0,21.8,13931.0,31.0,8728.0
MN1191,Randall's Island (MN1191),45.0,,1513.0,70.7,351.0,14.4,125.0,5.6,192.0
MN1201,Washington Heights (South) (MN1201),10713.0,1568.0,16279.0,22.2,23014.0,45.5,20320.0,36.1,13264.0
MN1202,Washington Heights (North) (MN1202),12256.0,1730.0,9961.0,13.5,22154.0,42.6,25345.0,44.0,12175.0
MN1203,Inwood (MN1203),7080.0,1597.0,5672.0,14.9,11700.0,41.2,11083.0,38.5,5729.0
MN1291,Highbridge Park (MN1291),0.0,,0.0,,0.0,,0.0,,0.0
MN1292,Inwood Hill Park (MN1292),2.0,,0.0,,0.0,,0.0,,4.0
MN6491,Central Park (MN6491),0.0,,0.0,,0.0,,0.0,,0.0
QN0101,Astoria (North)-Ditmars-Steinway (QN0101),7868.0,2213.0,4801.0,9.8,7473.0,31.8,20490.0,54.0,6639.0
QN0102,Old Astoria-Hallets Point (QN0102),2253.0,2125.0,2577.0,19.1,2543.0,38.9,4826.0,47.0,1688.0
QN0103,Astoria (Central) (QN0103),5565.0,2195.0,4617.0,9.7,8344.0,36.7,23977.0,61.8,5855.0
QN0104,Astoria (East)-Woodside (North) (QN0104),5999.0,1955.0,4069.0,10.8,8357.0,40.9,12889.0,43.7,5127.0
QN0105,Queensbridge-Ravenswood-Dutch Kills (QN0105),4627.0,1633.0,5658.0,20.7,6248.0,40.9,8680.0,42.0,4075.0
QN0151,Rikers Island (QN0151),0.0,,0.0,,292.0,11.2,45.0,1.4,83.0
QN0161,Sunnyside Yards (North) (QN0161),1.0,1749.0,37.0,90.2,4.0,9.1,4.0,13.3,0.0
QN0171,St. Michael's Cemetery (QN0171),0.0,,0.0,,0.0,,0.0,,0.0
QN0191,Astoria Park (QN0191),0.0,,0.0,,0.0,,0.0,,0.0
QN0201,Long Island City-Hunters Point (QN0201),4852.0,3500.0,2076.0,7.3,2828.0,38.3,18540.0,83.1,1412.0
QN0202,Sunnyside (QN0202),8057.0,1895.0,5599.0,11.9,13791.0,47.4,17149.0,46.8,6417.0
QN0203,Woodside (QN0203),8540.0,1831.0,3944.0,8.3,19077.0,60.2,11816.0,31.8,7911.0
QN0261,Sunnyside Yards (South) (QN0261),0.0,,0.0,,0.0,,0.0,,0.0
QN0271,Calvary & Mount Zion Cemeteries (QN0271),0.0,,0.0,,0.0,,0.0,,0.0
QN0301,Jackson Heights (QN0301),17716.0,1846.0,13139.0,14.0,37586.0,59.5,23142.0,32.7,15878.0
QN0302,East Elmhurst (QN0302),5662.0,1998.0,3768.0,14.0,10409.0,53.5,3918.0,19.8,4055.0
QN0303,North Corona (QN0303),10156.0,1926.0,6802.0,17.2,21465.0,61.8,2720.0,10.6,3533.0
QN0401,Elmhurst (QN0401),21058.0,1909.0,11985.0,12.0,45038.0,65.6,21526.0,29.6,13547.0
QN0402,Corona (QN0402),16111.0,1921.0,12528.0,19.0,30902.0,59.8,7679.0,16.5,9429.0
QN0501,Maspeth (QN0501),9152.0,1928.0,5448.0,13.1,11263.0,40.6,7890.0,26.7,6390.0
QN0502,Ridgewood (QN0502),12441.0,1977.0,8865.0,13.0,18235.0,42.7,18058.0,36.5,7323.0
QN0503,Glendale (QN0503),7939.0,1923.0,3079.0,8.5,7252.0,32.6,7410.0,29.4,5507.0
QN0504,Middle Village (QN0504),6251.0,1948.0,2496.0,7.3,6950.0,37.5,9163.0,34.9,8012.0
QN0571,Mount Olivet & All Faiths Cemeteries (QN0571),0.0,,0.0,,0.0,,0.0,,0.0
QN0572,Middle Village Cemetery (QN0572),0.0,,0.0,,0.0,,0.0,,0.0
QN0573,St. John Cemetery (QN0573),0.0,,0.0,,0.0,,0.0,,0.0
QN0574,Highland Park-Cypress Hills Cemeteries (North) (QN0574),0.0,,0.0,,0.0,,0.0,,0.0
QN0601,Rego Park (QN0601),5696.0,2001.0,3717.0,12.7,8872.0,54.0,11171.0,50.6,6082.0
QN0602,Forest Hills (QN0602),17612.0,2095.0,8584.0,9.4,19151.0,45.0,41796.0,59.5,18610.0
QN0701,College Point (QN0701),6839.0,2152.0,2763.0,9.1,11451.0,52.7,5483.0,25.2,6322.0
QN0702,Whitestone-Beechhurst (QN0702),5053.0,2215.0,2577.0,9.0,5826.0,34.5,8298.0,37.8,7315.0
QN0703,Bay Terrace-Clearview (QN0703),4189.0,2386.0,2048.0,8.8,4373.0,32.1,8802.0,48.9,6653.0
QN0704,Murray Hill-Broadway Flushing (QN0704),9238.0,1813.0,9076.0,17.1,25664.0,59.9,13965.0,33.7,11610.0
QN0705,East Flushing (QN0705),4400.0,1655.0,4816.0,16.1,15919.0,66.2,6431.0,26.6,7874.0
QN0706,Queensboro Hill (QN0706),4376.0,1983.0,2888.0,14.5,9866.0,60.4,4276.0,29.5,3870.0
QN0707,Flushing-Willets Point (QN0707),7825.0,1673.0,12830.0,21.8,36691.0,72.9,13007.0,26.7,13895.0
QN0761,Fort Totten (QN0761),0.0,,0.0,,0.0,,0.0,,0.0
QN0791,Kissena Park (QN0791),0.0,,0.0,,0.0,,0.0,,0.0
QN0801,Kew Gardens Hills (QN0801),8584.0,1902.0,4061.0,11.9,7787.0,38.3,11619.0,50.5,5698.0
QN0802,Pomonok-Electchester-Hillcrest (QN0802),7046.0,1417.0,4593.0,13.8,9202.0,41.7,8868.0,36.9,6215.0
QN0803,Fresh Meadows-Utopia (QN0803),4179.0,2168.0,1606.0,7.7,6315.0,48.0,7744.0,50.7,4184.0
QN0804,Jamaica Estates-Holliswood (QN0804),4592.0,1821.0,2467.0,10.3,6140.0,53.8,8239.0,46.5,5169.0
QN0805,Jamaica Hills-Briarwood (QN0805),7820.0,1901.0,4942.0,13.1,12672.0,56.5,12107.0,43.3,6537.0
QN0871,Mount Hebron & Cedar Grove Cemeteries (QN0871),0.0,,0.0,,0.0,,0.0,,0.0
QN0891,Cunningham Park (QN0891),0.0,,0.0,,0.0,,0.0,,0.0
QN0901,Kew Gardens (QN0901),5024.0,1901.0,1950.0,8.1,4760.0,37.5,9560.0,53.2,4258.0
QN0902,Richmond Hill (QN0902),7329.0,1785.0,3570.0,10.7,7914.0,50.5,7077.0,30.1,5279.0
QN0903,South Richmond Hill (QN0903),4389.0,1973.0,2918.0,12.5,5483.0,65.7,3655.0,22.1,3132.0
QN0904,Ozone Park (North) (QN0904),5584.0,1950.0,4023.0,15.4,7383.0,53.5,4689.0,25.5,3526.0
QN0905,Woodhaven (QN0905),8449.0,1899.0,4152.0,10.1,13687.0,52.5,7530.0,26.1,5507.0
QN1001,South Ozone Park (QN1001),14763.0,1936.0,9395.0,11.7,10649.0,56.9,12249.0,20.7,13519.0
QN1002,Ozone Park (QN1002),5137.0,1865.0,2412.0,10.4,5462.0,41.3,4217.0,25.8,3818.0
QN1003,Howard Beach-Lindenwood (QN1003),7202.0,1990.0,1911.0,6.1,2616.0,19.9,7044.0,31.3,7705.0
QN1091,Spring Creek Park (QN1091),0.0,,0.0,,0.0,,0.0,,0.0
QN1101,Auburndale (QN1101),6712.0,2186.0,3162.0,9.3,10826.0,45.1,10229.0,39.2,7403.0
QN1102,Bayside (QN1102),7033.0,2450.0,3351.0,9.5,10086.0,42.0,12352.0,47.1,6912.0
QN1103,Douglaston-Little Neck (QN1103),4309.0,2340.0,1672.0,6.6,5346.0,36.8,10614.0,52.9,6818.0
QN1104,Oakland Gardens-Hollis Hills (QN1104),5311.0,2206.0,1751.0,6.9,6345.0,42.5,10152.0,53.5,5541.0
QN1191,Alley Pond Park (QN1191),0.0,,30.0,45.5,5.0,29.9,34.0,87.2,31.0
QN1201,Jamaica (QN1201),12703.0,1758.0,10407.0,18.4,21667.0,58.6,9224.0,23.6,8623.0
QN1202,South Jamaica (QN1202),10904.0,1629.0,5434.0,12.7,8031.0,42.3,5308.0,18.9,5564.0
QN1203,Baisley Park (QN1203),9391.0,1876.0,4957.0,11.6,3943.0,43.7,5853.0,19.8,6017.0
QN1204,Springfield Gardens (North)-Rochdale Village (QN1204),7255.0,1242.0,3679.0,11.2,2106.0,35.5,5960.0,25.8,5793.0
QN1205,St. Albans (QN1205),11363.0,1721.0,4943.0,9.0,3864.0,41.0,9631.0,24.4,8643.0
QN1206,Hollis (QN1206),4313.0,1666.0,2224.0,10.0,3331.0,49.6,4291.0,26.6,4045.0
QN1301,Glen Oaks-Floral Park-New Hyde Park (QN1301),3445.0,2090.0,2231.0,10.1,4906.0,44.4,8886.0,48.3,7624.0
QN1302,Bellerose (QN1302),4733.0,2005.0,2222.0,8.2,6092.0,48.5,8347.0,40.2,6517.0
QN1303,Queens Village (QN1303),9869.0,1704.0,4969.0,8.9,11068.0,51.0,11692.0,28.5,11410.0
QN1304,Cambria Heights (QN1304),3399.0,1609.0,1208.0,6.1,978.0,40.5,5365.0,35.3,4708.0
QN1305,Laurelton (QN1305),5261.0,1869.0,1376.0,5.1,1507.0,39.1,6520.0,33.0,4923.0
QN1306,Springfield Gardens (South)-Brookville (QN1306),5417.0,2184.0,2362.0,9.9,1711.0,41.3,4322.0,25.5,2866.0
QN1307,Rosedale (QN1307),5258.0,2341.0,2485.0,9.2,2295.0,40.3,6599.0,33.7,4509.0
QN1371,Montefiore Cemetery (QN1371),0.0,,0.0,,0.0,,0.0,,0.0
QN1401,Far Rockaway-Bayswater (QN1401),17808.0,1522.0,12140.0,20.0,8922.0,34.9,9723.0,24.5,10138.0
QN1402,Rockaway Beach-Arverne-Edgemere (QN1402),11545.0,1174.0,10560.0,25.6,5394.0,29.9,7485.0,26.9,6525.0
QN1403,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel (QN1403),5332.0,1793.0,2245.0,9.1,1186.0,12.1,8465.0,45.4,5586.0
QN1491,Rockaway Community Park (QN1491),0.0,,0.0,,0.0,,0.0,,0.0
