"variable","value","geoid","geotype"
"popu18p","18.4","QN0301","NTA2020"
"popu18p","22.3","QN0302","NTA2020"
"popu18p","26.1","QN0303","NTA2020"
"popu18p","19.1","QN0401","NTA2020"
"popu18p","24","QN0402","NTA2020"
"popu18p","20","QN0501","NTA2020"
"popu18p","18","QN0502","NTA2020"
"popu18p","19.5","QN0503","NTA2020"
"popu18p","18.1","QN0504","NTA2020"
"popu18p","33.3","QN0571","NTA2020"
"popu18p",NULL,"QN0572","NTA2020"
"popu18p",NULL,"QN0573","NTA2020"
"popu18p","30","QN0574","NTA2020"
"popu18p","16.5","QN0601","NTA2020"
"popu18p","17.7","QN0602","NTA2020"
"popu18p","21.1","QN0701","NTA2020"
"popu18p","18.5","QN0702","NTA2020"
"popu18p","14.9","QN0703","NTA2020"
"popu18p","16.1","QN0704","NTA2020"
"popu18p","16.9","QN0705","NTA2020"
"popu18p","19","QN0706","NTA2020"
"popu18p","14.8","QN0707","NTA2020"
"popu18p",NULL,"QN0761","NTA2020"
"popu18p",NULL,"QN0791","NTA2020"
"popu18p","22.8","QN0801","NTA2020"
"popu18p","18.9","QN0802","NTA2020"
"popu18p","21.5","QN0803","NTA2020"
"popu18p","18.9","QN0804","NTA2020"
"popu18p","19.4","QN0805","NTA2020"
"popu18p",NULL,"QN0871","NTA2020"
"popu18p",NULL,"QN0891","NTA2020"
"popu18p","17","QN0901","NTA2020"
"popu18p","21.5","QN0902","NTA2020"
"popu18p","20","QN0903","NTA2020"
"popu18p","22.8","QN0904","NTA2020"
"popu18p","21","QN0905","NTA2020"
"popu18p","18.8","QN1001","NTA2020"
"popu18p","21.1","QN1002","NTA2020"
"popu18p","17.7","QN1003","NTA2020"
"popu18p",NULL,"QN1091","NTA2020"
"popu18p","18.1","QN1101","NTA2020"
"popu18p","17.6","QN1102","NTA2020"
"popu18p","17","QN1103","NTA2020"
"popu18p","17.9","QN1104","NTA2020"
"popu18p","3.5","QN1191","NTA2020"
"popu18p","22.4","QN1201","NTA2020"
"popu18p","22.8","QN1202","NTA2020"
"popu18p","21.2","QN1203","NTA2020"
"popu18p","19.5","QN1204","NTA2020"
"popu18p","19.2","QN1205","NTA2020"
"popu18p","20.4","QN1206","NTA2020"
"popu18p","13.7","QN1301","NTA2020"
"popu18p","17.4","QN1302","NTA2020"
"popu18p","18.4","QN1303","NTA2020"
"popu18p","16.5","QN1304","NTA2020"
"popu18p","18.8","QN1305","NTA2020"
"popu18p","21.4","QN1306","NTA2020"
"popu18p","19.1","QN1307","NTA2020"
"popu18p",NULL,"QN1371","NTA2020"
"popu18p","27.6","QN1401","NTA2020"
"popu18p","24","QN1402","NTA2020"
"popu18p","18.3","QN1403","NTA2020"
"popu18p","58.3","QN1491","NTA2020"
"popu18p",NULL,"QN8081","NTA2020"
"popu18p","27.3","QN8191","NTA2020"
"popu18p","50","QN8291","NTA2020"
"popu18p",NULL,"QN8381","NTA2020"
"popu18p",NULL,"QN8491","NTA2020"
"popu18p","37.5","QN8492","NTA2020"
"popu18p","22.9","SI0101","NTA2020"
"popu18p","25.2","SI0102","NTA2020"
"popu18p","22.8","SI0103","NTA2020"
"popu18p","22.1","SI0104","NTA2020"
"popu18p","20.6","SI0105","NTA2020"
"popu18p","26.5","SI0106","NTA2020"
"popu18p","24.7","SI0107","NTA2020"
"popu18p","12.5","SI0191","NTA2020"
"popu18p","19.3","SI0201","NTA2020"
"popu18p","19.6","SI0202","NTA2020"
"popu18p","22.8","SI0203","NTA2020"
"popu18p","19.9","SI0204","NTA2020"
"popu18p","26.7","SI0291","NTA2020"
"popu18p","19.4","SI0301","NTA2020"
"popu18p","19.3","SI0302","NTA2020"
"popu18p","21.3","SI0303","NTA2020"
"popu18p","20.9","SI0304","NTA2020"
"popu18p","20.8","SI0305","NTA2020"
"popu18p","9.5","SI0391","NTA2020"
"popu18p","29.1","SI9561","NTA2020"
"popu18p",NULL,"SI9591","NTA2020"
"popu18p","26.1","SI9592","NTA2020"
"popu18p",NULL,"SI9593","NTA2020"
"popacre","61.4","BX0101","NTA2020"
"popacre","107.5","BX0102","NTA2020"
"popacre","14.8","BX0201","NTA2020"
"popacre","114.4","BX0202","NTA2020"
"popacre",NULL,"BX0291","NTA2020"
"popacre","118.7","BX0301","NTA2020"
"popacre","106.6","BX0302","NTA2020"
"popacre","81.4","BX0303","NTA2020"
"popacre","0.2","BX0391","NTA2020"
"popacre","114.8","BX0401","NTA2020"
"popacre","108.8","BX0402","NTA2020"
"popacre","159.5","BX0403","NTA2020"
"popacre","0.3","BX0491","NTA2020"
"popacre","0.2","BX0492","NTA2020"
"popacre","122.2","BX0501","NTA2020"
"popacre","168.4","BX0502","NTA2020"
"popacre","189.1","BX0503","NTA2020"
"popacre","75.1","BX0601","NTA2020"
"popacre","88.6","BX0602","NTA2020"
"popacre","95.2","BX0603","NTA2020"
"popacre","111","BX0701","NTA2020"
"popacre","115.9","BX0702","NTA2020"
"popacre","120.7","BX0703","NTA2020"
"popacre","141.9","BX0801","NTA2020"
"popacre","80.2","BX0802","NTA2020"
"popacre","32.5","BX0803","NTA2020"
"popacre","101.6","BX0901","NTA2020"
"popacre","54","BX0902","NTA2020"
"popacre","55.3","BX0903","NTA2020"
"popacre","159.6","BX0904","NTA2020"
"popacre","0","BX0991","NTA2020"
"popacre","48.3","BX1001","NTA2020"
"popacre","31.6","BX1002","NTA2020"
"popacre","37.7","BX1003","NTA2020"
"popacre","61.8","BX1004","NTA2020"
"popacre",NULL,"BX1071","NTA2020"
"popacre",NULL,"BX1091","NTA2020"
"popacre","90.6","BX1101","NTA2020"
"popacre","39.1","BX1102","NTA2020"
"popacre","42.6","BX1103","NTA2020"
"popacre","95.6","BX1104","NTA2020"
"popacre","1.1","BX1161","NTA2020"
"popacre","73.7","BX1201","NTA2020"
"popacre","40.6","BX1202","NTA2020"
"popacre","52.9","BX1203","NTA2020"
"popacre","0","BX1271","NTA2020"
"popacre","0.1","BX2691","NTA2020"
"popacre","0.1","BX2791","NTA2020"
"popacre","0","BX2891","NTA2020"
"popacre","9.1","QN0151","NTA2020"
"popacre","47.8","BK0101","NTA2020"
"popacre","97.9","BK0102","NTA2020"
"popacre","136.6","BK0103","NTA2020"
"popacre","44.1","BK0104","NTA2020"
"popacre","109.2","BK0201","NTA2020"
"popacre","75.2","BK0202","NTA2020"
"popacre","81.9","BK0203","NTA2020"
"popacre","85.6","BK0204","NTA2020"
"popacre","0","BK0261","NTA2020"
"popacre","105.3","BK0301","NTA2020"
"popacre","89.4","BK0302","NTA2020"
"popacre","110.5","BK0401","NTA2020"
"popacre","96.2","BK0402","NTA2020"
"popacre","0","BK0471","NTA2020"
"popacre","77.3","BK0501","NTA2020"
"popacre","66.8","BK0502","NTA2020"
"popacre","49.7","BK0503","NTA2020"
"popacre","25.8","BK0504","NTA2020"
"popacre","62.4","BK0505","NTA2020"
"popacre","0","BK0571","NTA2020"
"popacre","42.7","BK0601","NTA2020"
"popacre","96.9","BK0602","NTA2020"
"popacre","67.2","BK0701","NTA2020"
"popacre","47.4","BK0702","NTA2020"
"popacre","129.1","BK0703","NTA2020"
"popacre","0","BK0771","NTA2020"
"popacre","99.4","BK0801","NTA2020"
"popacre","104.7","BK0802","NTA2020"
"popacre","0.6","BK0891","NTA2020"
"popacre","109.9","BK0901","NTA2020"
"popacre","89.7","BK0902","NTA2020"
"popacre","61.3","BK1001","NTA2020"
"popacre","69.9","BK1002","NTA2020"
"popacre","3.9","BK1061","NTA2020"
"popacre","0","BK1091","NTA2020"
"popacre","94","BK1101","NTA2020"
"popacre","69.9","BK1102","NTA2020"
"popacre","77.9","BK1103","NTA2020"
"popacre","132.2","BK1201","NTA2020"
"popacre","101.1","BK1202","NTA2020"
"popacre","104.1","BK1203","NTA2020"
"popacre","54.3","BK1204","NTA2020"
"popacre","50.7","BK1301","NTA2020"
"popacre","45.7","BK1302","NTA2020"
"popacre","107.7","BK1303","NTA2020"
"popacre",NULL,"BK1391","NTA2020"
"popacre","120.6","BK1401","NTA2020"
"popacre","81.8","BK1402","NTA2020"
"popacre","71.5","BK1403","NTA2020"
"popacre","65.9","BK1501","NTA2020"
"popacre","66","BK1502","NTA2020"
"popacre","47.6","BK1503","NTA2020"
"popacre","82.3","BK1601","NTA2020"
"popacre","85.6","BK1602","NTA2020"
"popacre","105","BK1701","NTA2020"
"popacre","61.9","BK1702","NTA2020"
"popacre","68.6","BK1703","NTA2020"
"popacre","92.7","BK1704","NTA2020"
"popacre","0.3","BK1771","NTA2020"
"popacre","53.7","BK1801","NTA2020"
"popacre","34.3","BK1802","NTA2020"
"popacre","55.3","BK1803","NTA2020"
"popacre","0","BK1891","NTA2020"
"popacre","0","BK1892","NTA2020"
"popacre","0","BK1893","NTA2020"
"popacre","0","BK5591","NTA2020"
"popacre","0","BK5691","NTA2020"
"popacre",NULL,"BK5692","NTA2020"
"popacre",NULL,"BK5693","NTA2020"
"popacre","117.7","MN0101","NTA2020"
"popacre","81.5","MN0102","NTA2020"
"popacre","0","MN0191","NTA2020"
"popacre","78.4","MN0201","NTA2020"
"popacre","140.2","MN0202","NTA2020"
"popacre","105.9","MN0203","NTA2020"
"popacre","160.4","MN0301","NTA2020"
"popacre","130.3","MN0302","NTA2020"
"popacre","163.3","MN0303","NTA2020"
"popacre","102.4","MN0401","NTA2020"
"popacre","138.2","MN0402","NTA2020"
"popacre","97.3","MN0501","NTA2020"
"popacre","45.4","MN0502","NTA2020"
"popacre","172.2","MN0601","NTA2020"
"popacre","166.5","MN0602","NTA2020"
"popacre","174.2","MN0603","NTA2020"
"popacre","151.7","MN0604","NTA2020"
"popacre",NULL,"MN0661","NTA2020"
"popacre","193.5","MN0701","NTA2020"
"popacre","174.1","MN0702","NTA2020"
"popacre","170.1","MN0703","NTA2020"
"popacre","172.4","MN0801","NTA2020"
"popacre","135.5","MN0802","NTA2020"
"popacre","266.4","MN0803","NTA2020"
"popacre","105.7","MN0901","NTA2020"
"popacre","90.4","MN0902","NTA2020"
"popacre","134.2","MN0903","NTA2020"
"popacre","142.2","MN1001","NTA2020"
"popacre","152.4","MN1002","NTA2020"
"popacre","156.5","MN1101","NTA2020"
"popacre","107.6","MN1102","NTA2020"
"popacre","2.4","MN1191","NTA2020"
"popacre","148.7","MN1201","NTA2020"
"popacre","125.8","MN1202","NTA2020"
"popacre","109.9","MN1203","NTA2020"
"popacre","0.1","MN1291","NTA2020"
"popacre","0.1","MN1292","NTA2020"
"popacre","0.2","MN6491","NTA2020"
"popacre","37.5","QN0101","NTA2020"
"popacre","74.3","QN0102","NTA2020"
"popacre","107.9","QN0103","NTA2020"
"popacre","64.7","QN0104","NTA2020"
"popacre","51.8","QN0105","NTA2020"
"popacre","0.3","QN0161","NTA2020"
"popacre","0","QN0171","NTA2020"
"popacre",NULL,"QN0191","NTA2020"
"popacre","51.1","QN0201","NTA2020"
"popacre","47.8","QN0202","NTA2020"
"popacre","70.6","QN0203","NTA2020"
"popacre","0.2","QN0261","NTA2020"
"popacre",NULL,"QN0271","NTA2020"
"popacre","112.8","QN0301","NTA2020"
"popacre","50.8","QN0302","NTA2020"
"popacre","135.5","QN0303","NTA2020"
"popacre","111.5","QN0401","NTA2020"
"popacre","133.8","QN0402","NTA2020"
"popacre","32.3","QN0501","NTA2020"
"popacre","68","QN0502","NTA2020"
"popacre","50.9","QN0503","NTA2020"
"popacre","42.7","QN0504","NTA2020"
"popacre","0","QN0571","NTA2020"
"popacre",NULL,"QN0572","NTA2020"
"popacre","0","QN0573","NTA2020"
"popacre","0","QN0574","NTA2020"
"popacre","66.6","QN0601","NTA2020"
"popacre","66.8","QN0602","NTA2020"
"popacre","22","QN0701","NTA2020"
"popacre","23.5","QN0702","NTA2020"
"popacre","25.8","QN0703","NTA2020"
"popacre","44.4","QN0704","NTA2020"
"popacre","47.8","QN0705","NTA2020"
"popacre","39","QN0706","NTA2020"
"popacre","80.9","QN0707","NTA2020"
"popacre",NULL,"QN0761","NTA2020"
"popacre","0","QN0791","NTA2020"
"popacre","45.7","QN0801","NTA2020"
"popacre","42","QN0802","NTA2020"
"popacre","30.7","QN0803","NTA2020"
"popacre","26","QN0804","NTA2020"
"popacre","61.8","QN0805","NTA2020"
"popacre","0","QN0871","NTA2020"
"popacre","0","QN0891","NTA2020"
"popacre","52.3","QN0901","NTA2020"
"popacre","49.1","QN0902","NTA2020"
"popacre","66.3","QN0903","NTA2020"
"popacre","65.7","QN0904","NTA2020"
"popacre","76.9","QN0905","NTA2020"
"popacre","42.4","QN1001","NTA2020"
"popacre","40.8","QN1002","NTA2020"
"popacre","22.6","QN1003","NTA2020"
"popacre",NULL,"QN1091","NTA2020"
"popacre","28.4","QN1101","NTA2020"
"popacre","22.2","QN1102","NTA2020"
"popacre","16","QN1103","NTA2020"
"popacre","27.8","QN1104","NTA2020"
"popacre","0.1","QN1191","NTA2020"
"popacre","56.8","QN1201","NTA2020"
"popacre","51.1","QN1202","NTA2020"
"popacre","40.1","QN1203","NTA2020"
"popacre","41.6","QN1204","NTA2020"
"popacre","30.4","QN1205","NTA2020"
"popacre","43.7","QN1206","NTA2020"
"popacre","22.5","QN1301","NTA2020"
"popacre","21","QN1302","NTA2020"
"popacre","34","QN1303","NTA2020"
"popacre","25.2","QN1304","NTA2020"
"popacre","28.7","QN1305","NTA2020"
"popacre","17.9","QN1306","NTA2020"
"popacre","25","QN1307","NTA2020"
"popacre",NULL,"QN1371","NTA2020"
"popacre","42.3","QN1401","NTA2020"
"popacre","35.7","QN1402","NTA2020"
"popacre","15.2","QN1403","NTA2020"
"popacre","0.1","QN1491","NTA2020"
"popacre",NULL,"QN8081","NTA2020"
"popacre","0","QN8191","NTA2020"
"popacre","0","QN8291","NTA2020"
"popacre","0","QN8381","NTA2020"
"popacre",NULL,"QN8491","NTA2020"
"popacre","0","QN8492","NTA2020"
"popacre","33","SI0101","NTA2020"
"popacre","34.2","SI0102","NTA2020"
"popacre","31.5","SI0103","NTA2020"
"popacre","18.6","SI0104","NTA2020"
"popacre","17.9","SI0105","NTA2020"
"popacre","27","SI0106","NTA2020"
"popacre","16","SI0107","NTA2020"
"popacre","0.1","SI0191","NTA2020"
"popacre","19.9","SI0201","NTA2020"
"popacre","20.4","SI0202","NTA2020"
"popacre","7.8","SI0203","NTA2020"
"popacre","9.2","SI0204","NTA2020"
"popacre","0","SI0291","NTA2020"
"popacre","17.3","SI0301","NTA2020"
"popacre","20.4","SI0302","NTA2020"
"popacre","19.8","SI0303","NTA2020"
"popacre","9.9","SI0304","NTA2020"
"popacre","5.5","SI0305","NTA2020"
"popacre","0.1","SI0391","NTA2020"
"popacre","2.2","SI9561","NTA2020"
"popacre",NULL,"SI9591","NTA2020"
"popacre","0.2","SI9592","NTA2020"
"popacre","0","SI9593","NTA2020"
"hsp1p","67.3","BX0101","NTA2020"
"hsp1p","65.8","BX0102","NTA2020"
"hsp1p","70.8","BX0201","NTA2020"
"hsp1p","71.4","BX0202","NTA2020"
"hsp1p",NULL,"BX0291","NTA2020"
"hsp1p","54.7","BX0301","NTA2020"
"hsp1p","51.4","BX0302","NTA2020"
"hsp1p","62.2","BX0303","NTA2020"
"hsp1p","52.9","BX0391","NTA2020"
"hsp1p","60.3","BX0401","NTA2020"
"hsp1p","66","BX0402","NTA2020"
"hsp1p","70.5","BX0403","NTA2020"
"hsp1p","78.9","BX0491","NTA2020"
"hsp1p","10","BX0492","NTA2020"
"hsp1p","66.2","BX0501","NTA2020"
"hsp1p","67.4","BX0502","NTA2020"
"hsp1p","72.4","BX0503","NTA2020"
"hsp1p","70","BX0601","NTA2020"
"hsp1p","61.9","BX0602","NTA2020"
"hsp1p","61","BX0603","NTA2020"
"hsp1p","74.2","BX0701","NTA2020"
"hsp1p","68.2","BX0702","NTA2020"
"hsp1p","61.1","BX0703","NTA2020"
"hsp1p","71.3","BX0801","NTA2020"
"hsp1p","64.7","BX0802","NTA2020"
"hsp1p","24.7","BX0803","NTA2020"
"hsp1p","62.2","BX0901","NTA2020"
"hsp1p","62.4","BX0902","NTA2020"
"hsp1p","53.9","BX0903","NTA2020"
"hsp1p","33","BX0904","NTA2020"
"hsp1p","50","BX0991","NTA2020"
"hsp1p","50.4","BX1001","NTA2020"
"hsp1p","49","BX1002","NTA2020"
"hsp1p","40.4","BX1003","NTA2020"
"hsp1p","27.4","BX1004","NTA2020"
"hsp1p",NULL,"BX1071","NTA2020"
"hsp1p",NULL,"BX1091","NTA2020"
"hsp1p","55.9","BX1101","NTA2020"
"hsp1p","33.2","BX1102","NTA2020"
"hsp1p","35","BX1103","NTA2020"
"hsp1p","50.3","BX1104","NTA2020"
"hsp1p","38","BX1161","NTA2020"
"hsp1p","31.2","BX1201","NTA2020"
"hsp1p","25.1","BX1202","NTA2020"
"hsp1p","23.6","BX1203","NTA2020"
"hsp1p",NULL,"BX1271","NTA2020"
"hsp1p","36.9","BX2691","NTA2020"
"hsp1p","43.5","BX2791","NTA2020"
"hsp1p","42.9","BX2891","NTA2020"
"hsp1p","33.4","QN0151","NTA2020"
"hsp1p","15.4","BK0101","NTA2020"
"hsp1p","26.4","BK0102","NTA2020"
"hsp1p","8.7","BK0103","NTA2020"
"hsp1p","34.6","BK0104","NTA2020"
"hsp1p","7.8","BK0201","NTA2020"
"hsp1p","13.6","BK0202","NTA2020"
"hsp1p","17","BK0203","NTA2020"
"hsp1p","12.1","BK0204","NTA2020"
"hsp1p","80","BK0261","NTA2020"
"hsp1p","18.7","BK0301","NTA2020"
"hsp1p","18.9","BK0302","NTA2020"
"hsp1p","52.9","BK0401","NTA2020"
"hsp1p","49.3","BK0402","NTA2020"
"hsp1p","33.3","BK0471","NTA2020"
"hsp1p","68","BK0501","NTA2020"
"hsp1p","37.9","BK0502","NTA2020"
"hsp1p","21.7","BK0503","NTA2020"
"hsp1p","19.6","BK0504","NTA2020"
"wnh","973","BX0102","NTA2020"
"wnh","264","BX0201","NTA2020"
"wnh","690","BX0202","NTA2020"
"wnh","0","BX0291","NTA2020"
"wnh","709","BX0301","NTA2020"
"wnh","295","BX0302","NTA2020"
"wnh","488","BX0303","NTA2020"
"wnh","5","BX0391","NTA2020"
"wnh","1941","BX0401","NTA2020"
"wnh","631","BX0402","NTA2020"
"wnh","711","BX0403","NTA2020"
"wnh","0","BX0491","NTA2020"
"wnh","0","BX0492","NTA2020"
"wnh","818","BX0501","NTA2020"
"wnh","736","BX0502","NTA2020"
"wnh","523","BX0503","NTA2020"
"wnh","290","BX0601","NTA2020"
"wnh","599","BX0602","NTA2020"
"wnh","4732","BX0603","NTA2020"
"wnh","1800","BX0701","NTA2020"
"wnh","3461","BX0702","NTA2020"
"wnh","3093","BX0703","NTA2020"
"wnh","3741","BX0801","NTA2020"
"wnh","3561","BX0802","NTA2020"
"wnh","26666","BX0803","NTA2020"
"wnh","1610","BX0901","NTA2020"
"wnh","806","BX0902","NTA2020"
"wnh","1405","BX0903","NTA2020"
"wnh","907","BX0904","NTA2020"
"wnh","1","BX0991","NTA2020"
"wnh","1148","BX1001","NTA2020"
"wnh","16118","BX1002","NTA2020"
"wnh","13208","BX1003","NTA2020"
"wnh","1930","BX1004","NTA2020"
"wnh","0","BX1071","NTA2020"
"wnh","0","BX1091","NTA2020"
"wnh","5465","BX1101","NTA2020"
"wnh","10649","BX1102","NTA2020"
"wnh","5498","BX1103","NTA2020"
"wnh","4734","BX1104","NTA2020"
"wnh","56","BX1161","NTA2020"
"wnh","1435","BX1201","NTA2020"
"wnh","1105","BX1202","NTA2020"
"wnh","6672","BX1203","NTA2020"
"wnh","0","BX1271","NTA2020"
"wnh","29","BX2691","NTA2020"
"wnh","6","BX2791","NTA2020"
"wnh","5","BX2891","NTA2020"
"wnh","260","QN0151","NTA2020"
"wnh","27496","BK0101","NTA2020"
"wnh","36709","BK0102","NTA2020"
"wnh","39714","BK0103","NTA2020"
"wnh","20363","BK0104","NTA2020"
"wnh","18446","BK0201","NTA2020"
"wnh","19213","BK0202","NTA2020"
"wnh","11355","BK0203","NTA2020"
"wnh","12845","BK0204","NTA2020"
"wnh","1","BK0261","NTA2020"
"wnh","31481","BK0301","NTA2020"
"wnh","14587","BK0302","NTA2020"
"wnh","16444","BK0401","NTA2020"
"wnh","11438","BK0402","NTA2020"
"wnh","1","BK0471","NTA2020"
"wnh","1170","BK0501","NTA2020"
"wnh","880","BK0502","NTA2020"
"wnh","983","BK0503","NTA2020"
"wnh","2595","BK0504","NTA2020"
"wnh","805","BK0505","NTA2020"
"wnh","0","BK0571","NTA2020"
"wnh","32342","BK0601","NTA2020"
"wnh","38668","BK0602","NTA2020"
"wnh","15463","BK0701","NTA2020"
"wnh","12073","BK0702","NTA2020"
"wnh","4509","BK0703","NTA2020"
"wnh","0","BK0771","NTA2020"
"wnh","12672","BK0801","NTA2020"
"wnh","18774","BK0802","NTA2020"
"wnh","3","BK0891","NTA2020"
"wnh","16111","BK0901","NTA2020"
"wnh","12050","BK0902","NTA2020"
"wnh","51417","BK1001","NTA2020"
"wnh","16960","BK1002","NTA2020"
"wnh","319","BK1061","NTA2020"
"wnh","3","BK1091","NTA2020"
"wnh","36545","BK1101","NTA2020"
"wnh","13227","BK1102","NTA2020"
"wnh","22331","BK1103","NTA2020"
"wnh","6959","BK1201","NTA2020"
"wnh","70239","BK1202","NTA2020"
"wnh","17370","BK1203","NTA2020"
"wnh","28474","BK1204","NTA2020"
"wnh","14187","BK1301","NTA2020"
"wnh","24811","BK1302","NTA2020"
"wnh","21647","BK1303","NTA2020"
"wnh","0","BK1391","NTA2020"
"wnh","9752","BK1401","NTA2020"
"wnh","15859","BK1402","NTA2020"
"wnh","35135","BK1403","NTA2020"
"wnh","34806","BK1501","NTA2020"
"wnh","25197","BK1502","NTA2020"
"wnh","41326","BK1503","NTA2020"
"wnh","2597","BK1601","NTA2020"
"wnh","830","BK1602","NTA2020"
"wnh","3573","BK1701","NTA2020"
"wnh","799","BK1702","NTA2020"
"wnh","1145","BK1703","NTA2020"
"wnh","691","BK1704","NTA2020"
"wnh","0","BK1771","NTA2020"
"wnh","9749","BK1801","NTA2020"
"wnh","29831","BK1802","NTA2020"
"wnh","3441","BK1803","NTA2020"
"wnh","0","BK1891","NTA2020"
"wnh","2","BK1892","NTA2020"
"wnh","0","BK1893","NTA2020"
"wnh","2","BK5591","NTA2020"
"wnh","12","BK5691","NTA2020"
"wnh","0","BK5692","NTA2020"
"wnh","0","BK5693","NTA2020"
"wnh","32538","MN0101","NTA2020"
"wnh","16769","MN0102","NTA2020"
"wnh","0","MN0191","NTA2020"
"wnh","13642","MN0201","NTA2020"
"wnh","24718","MN0202","NTA2020"
"wnh","27608","MN0203","NTA2020"
"wnh","4820","MN0301","NTA2020"
"wnh","15321","MN0302","NTA2020"
"wnh","34907","MN0303","NTA2020"
"wnh","38835","MN0401","NTA2020"
"wnh","29455","MN0402","NTA2020"
"wnh","19546","MN0501","NTA2020"
"wnh","13375","MN0502","NTA2020"
"wnh","14758","MN0601","NTA2020"
"wnh","19499","MN0602","NTA2020"
"wnh","37987","MN0603","NTA2020"
"wnh","32190","MN0604","NTA2020"
"wnh","0","MN0661","NTA2020"
"wnh","47001","MN0701","NTA2020"
"wnh","69846","MN0702","NTA2020"
"wnh","24339","MN0703","NTA2020"
"wnh","59223","MN0801","NTA2020"
"wnh","51553","MN0802","NTA2020"
"wnh","59630","MN0803","NTA2020"
"wnh","15682","MN0901","NTA2020"
"wnh","3187","MN0902","NTA2020"
"wnh","9421","MN0903","NTA2020"
"wnh","11122","MN1001","NTA2020"
"wnh","8656","MN1002","NTA2020"
"wnh","11964","MN1101","NTA2020"
"wnh","6731","MN1102","NTA2020"
"wnh","170","MN1191","NTA2020"
"wnh","10886","MN1201","NTA2020"
"wnh","20269","MN1202","NTA2020"
"wnh","7067","MN1203","NTA2020"
"wnh","0","MN1291","NTA2020"
"wnh","0","MN1292","NTA2020"
"wnh","32","MN6491","NTA2020"
"wnh","31539","QN0101","NTA2020"
"wnh","6286","QN0102","NTA2020"
"wnh","27306","QN0103","NTA2020"
"wnh","17553","QN0104","NTA2020"
"wnh","7633","QN0105","NTA2020"
"wnh","1","QN0161","NTA2020"
"wnh","0","QN0171","NTA2020"
"wnh","0","QN0191","NTA2020"
"wnh","14346","QN0201","NTA2020"
"wnh","16395","QN0202","NTA2020"
"wnh","8497","QN0203","NTA2020"
"wnh","8","QN0261","NTA2020"
"wnh","0","QN0271","NTA2020"
"wnh","15306","QN0301","NTA2020"
"wnh","1758","QN0302","NTA2020"
"wnh","559","QN0303","NTA2020"
"wnh","5534","QN0401","NTA2020"
"wnh","3881","QN0402","NTA2020"
"wnh","20731","QN0501","NTA2020"
"wnh","26843","QN0502","NTA2020"
"wnh","17725","QN0503","NTA2020"
"wnh","20970","QN0504","NTA2020"
"wnh","3","QN0571","NTA2020"
"wnh","0","QN0572","NTA2020"
"wnh","0","QN0573","NTA2020"
"wnh","10","QN0574","NTA2020"
"wnh","11007","QN0601","NTA2020"
"wnh","41572","QN0602","NTA2020"
"wnh","7176","QN0701","NTA2020"
"wnh","15774","QN0702","NTA2020"
"wnh","12436","QN0703","NTA2020"
"wnh","11372","QN0704","NTA2020"
"wnh","3502","QN0705","NTA2020"
"wnh","2181","QN0706","NTA2020"
"wnh","3466","QN0707","NTA2020"
"wnh","0","QN0761","NTA2020"
"wnh","0","QN0791","NTA2020"
"wnh","17243","QN0801","NTA2020"
"wnh","9055","QN0802","NTA2020"
"wnh","5970","QN0803","NTA2020"
"wnh","5357","QN0804","NTA2020"
"wnh","6413","QN0805","NTA2020"
"wnh","0","QN0871","NTA2020"
"wnh","0","QN0891","NTA2020"
"wnh","9744","QN0901","NTA2020"
"wnh","4005","QN0902","NTA2020"
"wnh","970","QN0903","NTA2020"
"wnh","2584","QN0904","NTA2020"
"wnh","5682","QN0905","NTA2020"
"wnh","4091","QN1001","NTA2020"
"wnh","4553","QN1002","NTA2020"
"wnh","17123","QN1003","NTA2020"
"wnh","0","QN1091","NTA2020"
"wnh","11452","QN1101","NTA2020"
"wnh","11708","QN1102","NTA2020"
"wnh","10340","QN1103","NTA2020"
"wnh","8487","QN1104","NTA2020"
"wnh","63","QN1191","NTA2020"
"wnh","2001","QN1201","NTA2020"
"wnh","514","QN1202","NTA2020"
"wnh","611","QN1203","NTA2020"
"wnh","353","QN1204","NTA2020"
"wnh","617","QN1205","NTA2020"
"wnh","658","QN1206","NTA2020"
"wnh","8334","QN1301","NTA2020"
"wnh","5430","QN1302","NTA2020"
"wnh","2456","QN1303","NTA2020"
"wnh","272","QN1304","NTA2020"
"wnh","350","QN1305","NTA2020"
"wnh","429","QN1306","NTA2020"
"wnh","930","QN1307","NTA2020"
"wnh","0","QN1371","NTA2020"
"wnh","13758","QN1401","NTA2020"
"wnh","6824","QN1402","NTA2020"
"wnh","19590","QN1403","NTA2020"
"wnh","0","QN1491","NTA2020"
"wnh","0","QN8081","NTA2020"
"wnh","3","QN8191","NTA2020"
"wnh","1","QN8291","NTA2020"
"wnh","0","QN8381","NTA2020"
"wnh","0","QN8491","NTA2020"
"wnh","17","QN8492","NTA2020"
"wnh","4394","SI0101","NTA2020"
"wnh","3006","SI0102","NTA2020"
"wnh","6988","SI0103","NTA2020"
"wnh","16673","SI0104","NTA2020"
"wnh","20885","SI0105","NTA2020"
"wnh","3989","SI0106","NTA2020"
"wnh","6618","SI0107","NTA2020"
"wnh","7","SI0191","NTA2020"
"wnh","20914","SI0201","NTA2020"
"wnh","19149","SI0202","NTA2020"
"wnh","20597","SI0203","NTA2020"
"wnh","25502","SI0204","NTA2020"
"wnh","4","SI0291","NTA2020"
"wnh","16322","SI0301","NTA2020"
"wnh","43582","SI0302","NTA2020"
"wnh","22611","SI0303","NTA2020"
