"variable","value","geoid","geotype"
"wnh","33263","SI0304","NTA2020"
"wnh","13186","SI0305","NTA2020"
"wnh","31","SI0391","NTA2020"
"wnh","238","SI9561","NTA2020"
"wnh","0","SI9591","NTA2020"
"wnh","19","SI9592","NTA2020"
"wnh","3","SI9593","NTA2020"
"wnhp","2.7","BX0101","NTA2020"
"wnhp","2.3","BX0102","NTA2020"
"wnhp","1.7","BX0201","NTA2020"
"wnhp","1.7","BX0202","NTA2020"
"wnhp",NULL,"BX0291","NTA2020"
"wnhp","1.9","BX0301","NTA2020"
"wnhp","1.2","BX0302","NTA2020"
"wnhp","1.6","BX0303","NTA2020"
"wnhp","14.7","BX0391","NTA2020"
"wnhp","2.8","BX0401","NTA2020"
"wnhp","1.9","BX0402","NTA2020"
"wnhp","1.4","BX0403","NTA2020"
"wnhp",NULL,"BX0491","NTA2020"
"wnhp",NULL,"BX0492","NTA2020"
"wnhp","1.5","BX0501","NTA2020"
"wnhp","1.5","BX0502","NTA2020"
"wnhp","1.6","BX0503","NTA2020"
"wnhp","1.4","BX0601","NTA2020"
"wnhp","1.9","BX0602","NTA2020"
"wnhp","13.2","BX0603","NTA2020"
"wnhp","3.9","BX0701","NTA2020"
"wnhp","6.2","BX0702","NTA2020"
"wnhp","7.1","BX0703","NTA2020"
"wnhp","10.5","BX0801","NTA2020"
"wnhp","15.6","BX0802","NTA2020"
"wnhp","55.6","BX0803","NTA2020"
"wnhp","2.2","BX0901","NTA2020"
"wnhp","2.2","BX0902","NTA2020"
"wnhp","3.4","BX0903","NTA2020"
"wnhp","2.7","BX0904","NTA2020"
"wnhp","16.7","BX0991","NTA2020"
"wnhp","6.6","BX1001","NTA2020"
"wnhp","33.5","BX1002","NTA2020"
"wnhp","44.8","BX1003","NTA2020"
"wnhp","5.2","BX1004","NTA2020"
"wnhp",NULL,"BX1071","NTA2020"
"wnhp",NULL,"BX1091","NTA2020"
"wnhp","16.9","BX1101","NTA2020"
"wnhp","42.5","BX1102","NTA2020"
"wnhp","18.7","BX1103","NTA2020"
"wnhp","13.7","BX1104","NTA2020"
"wnhp","18.9","BX1161","NTA2020"
"wnhp","2.3","BX1201","NTA2020"
"wnhp","2.1","BX1202","NTA2020"
"wnhp","14","BX1203","NTA2020"
"wnhp",NULL,"BX1271","NTA2020"
"wnhp","23.8","BX2691","NTA2020"
"wnhp","8.7","BX2791","NTA2020"
"wnhp","17.9","BX2891","NTA2020"
"wnhp","6.9","QN0151","NTA2020"
"wnhp","70.5","BK0101","NTA2020"
"wnhp","57","BK0102","NTA2020"
"wnhp","83.3","BK0103","NTA2020"
"wnhp","38.4","BK0104","NTA2020"
"wnhp","73.5","BK0201","NTA2020"
"wnhp","46.9","BK0202","NTA2020"
"wnhp","34.5","BK0203","NTA2020"
"wnhp","44.8","BK0204","NTA2020"
"wnhp","20","BK0261","NTA2020"
"wnhp","35.3","BK0301","NTA2020"
"wnhp","17.2","BK0302","NTA2020"
"wnhp","28","BK0401","NTA2020"
"wnhp","18.4","BK0402","NTA2020"
"wnhp","16.7","BK0471","NTA2020"
"wnhp","2.7","BK0501","NTA2020"
"wnhp","2.1","BK0502","NTA2020"
"wnhp","1.9","BK0503","NTA2020"
"wnhp","15.2","BK0504","NTA2020"
"wnhp","1.8","BK0505","NTA2020"
"wnhp",NULL,"BK0571","NTA2020"
"wnhp","54.7","BK0601","NTA2020"
"wnhp","67.4","BK0602","NTA2020"
"wnhp","65.5","BK0701","NTA2020"
"wnhp","22.2","BK0702","NTA2020"
"wnhp","8.1","BK0703","NTA2020"
"wnhp",NULL,"BK0771","NTA2020"
"wnhp","53.9","BK0801","NTA2020"
"wnhp","22","BK0802","NTA2020"
"wnhp","20","BK0891","NTA2020"
"wnhp","31.8","BK0901","NTA2020"
"wnhp","24.3","BK0902","NTA2020"
"wnhp","59.3","BK1001","NTA2020"
"wnhp","36.3","BK1002","NTA2020"
"wnhp","41.2","BK1061","NTA2020"
"wnhp","33.3","BK1091","NTA2020"
"wnhp","34.8","BK1101","NTA2020"
"wnhp","40","BK1102","NTA2020"
"wnhp","36.9","BK1103","NTA2020"
"wnhp","19.5","BK1201","NTA2020"
"wnhp","74.8","BK1202","NTA2020"
"wnhp","41.6","BK1203","NTA2020"
"wnhp","72.8","BK1204","NTA2020"
"wnhp","46.7","BK1301","NTA2020"
"wnhp","50.1","BK1302","NTA2020"
"wnhp","64.5","BK1303","NTA2020"
"wnhp",NULL,"BK1391","NTA2020"
"wnhp","14.7","BK1401","NTA2020"
"wnhp","36.9","BK1402","NTA2020"
"wnhp","66.4","BK1403","NTA2020"
"wnhp","65.9","BK1501","NTA2020"
"wnhp","60.8","BK1502","NTA2020"
"wnhp","59.8","BK1503","NTA2020"
"wnhp","6.8","BK1601","NTA2020"
"wnhp","1.4","BK1602","NTA2020"
"wnhp","7.5","BK1701","NTA2020"
"wnhp","2.3","BK1702","NTA2020"
"wnhp","2.7","BK1703","NTA2020"
"wnhp","1.8","BK1704","NTA2020"
"wnhp",NULL,"BK1771","NTA2020"
"wnhp","14.5","BK1801","NTA2020"
"wnhp","63.5","BK1802","NTA2020"
"wnhp","3.8","BK1803","NTA2020"
"wnhp",NULL,"BK1891","NTA2020"
"wnhp","50","BK1892","NTA2020"
"wnhp",NULL,"BK1893","NTA2020"
"wnhp","13.3","BK5591","NTA2020"
"wnhp","57.1","BK5691","NTA2020"
"wnhp",NULL,"BK5692","NTA2020"
"wnhp",NULL,"BK5693","NTA2020"
"wnhp","61.4","MN0101","NTA2020"
"wnhp","66","MN0102","NTA2020"
"wnhp",NULL,"MN0191","NTA2020"
"wnhp","58.6","MN0201","NTA2020"
"wnhp","72.4","MN0202","NTA2020"
"wnhp","78.9","MN0203","NTA2020"
"wnhp","11.3","MN0301","NTA2020"
"wnhp","31.2","MN0302","NTA2020"
"wnhp","48.9","MN0303","NTA2020"
"wnhp","55.7","MN0401","NTA2020"
"wnhp","49.5","MN0402","NTA2020"
"wnhp","58.8","MN0501","NTA2020"
"wnhp","52.3","MN0502","NTA2020"
"wnhp","65.6","MN0601","NTA2020"
"wnhp","68.1","MN0602","NTA2020"
"wnhp","59.8","MN0603","NTA2020"
"wnhp","70.3","MN0604","NTA2020"
"wnhp",NULL,"MN0661","NTA2020"
"wnhp","66.5","MN0701","NTA2020"
"wnhp","68.6","MN0702","NTA2020"
"wnhp","47","MN0703","NTA2020"
"wnhp","69.2","MN0801","NTA2020"
"wnhp","82.6","MN0802","NTA2020"
"wnhp","70.9","MN0803","NTA2020"
"wnhp","40.3","MN0901","NTA2020"
"wnhp","14.4","MN0902","NTA2020"
"wnhp","19.1","MN0903","NTA2020"
"wnhp","23.6","MN1001","NTA2020"
"wnhp","10.4","MN1002","NTA2020"
"wnhp","20","MN1101","NTA2020"
"wnhp","10.4","MN1102","NTA2020"
"wnhp","13.1","MN1191","NTA2020"
"wnhp","15.1","MN1201","NTA2020"
"wnhp","28.2","MN1202","NTA2020"
"wnhp","19.5","MN1203","NTA2020"
"wnhp",NULL,"MN1291","NTA2020"
"wnhp",NULL,"MN1292","NTA2020"
"wnhp","24.8","MN6491","NTA2020"
"wnhp","62.8","QN0101","NTA2020"
"wnhp","33.2","QN0102","NTA2020"
"wnhp","52.3","QN0103","NTA2020"
"wnhp","45.4","QN0104","NTA2020"
"wnhp","23.2","QN0105","NTA2020"
"wnhp","3.7","QN0161","NTA2020"
"wnhp",NULL,"QN0171","NTA2020"
"wnhp",NULL,"QN0191","NTA2020"
"wnhp","44.5","QN0201","NTA2020"
"wnhp","31.4","QN0202","NTA2020"
"wnhp","16","QN0203","NTA2020"
"wnhp","22.2","QN0261","NTA2020"
"wnhp",NULL,"QN0271","NTA2020"
"wnhp","15","QN0301","NTA2020"
"wnhp","5.2","QN0302","NTA2020"
"wnhp","1.3","QN0303","NTA2020"
"wnhp","5.1","QN0401","NTA2020"
"wnhp","5.3","QN0402","NTA2020"
"wnhp","47.9","QN0501","NTA2020"
"wnhp","40.4","QN0502","NTA2020"
"wnhp","50.4","QN0503","NTA2020"
"wnhp","60.8","QN0504","NTA2020"
"wnhp","100","QN0571","NTA2020"
"wnhp",NULL,"QN0572","NTA2020"
"wnhp",NULL,"QN0573","NTA2020"
"wnhp","50","QN0574","NTA2020"
"wnhp","35.8","QN0601","NTA2020"
"wnhp","46.7","QN0602","NTA2020"
"wnhp","21.3","QN0701","NTA2020"
"wnhp","55.5","QN0702","NTA2020"
"wnhp","53.4","QN0703","NTA2020"
"wnhp","19.8","QN0704","NTA2020"
"wnhp","10.1","QN0705","NTA2020"
"wnhp","9.2","QN0706","NTA2020"
"wnhp","5","QN0707","NTA2020"
"wnhp",NULL,"QN0761","NTA2020"
"wnhp",NULL,"QN0791","NTA2020"
"wnhp","47.9","QN0801","NTA2020"
"wnhp","25.4","QN0802","NTA2020"
"wnhp","25.5","QN0803","NTA2020"
"wnhp","22.7","QN0804","NTA2020"
"wnhp","16.3","QN0805","NTA2020"
"wnhp",NULL,"QN0871","NTA2020"
"wnhp",NULL,"QN0891","NTA2020"
"wnhp","40","QN0901","NTA2020"
"wnhp","11.7","QN0902","NTA2020"
"wnhp","4","QN0903","NTA2020"
"wnhp","9.5","QN0904","NTA2020"
"wnhp","13.5","QN0905","NTA2020"
"wnhp","5.1","QN1001","NTA2020"
"wnhp","19.4","QN1002","NTA2020"
"wnhp","62.7","QN1003","NTA2020"
"wnhp",NULL,"QN1091","NTA2020"
"wnhp","31.7","QN1101","NTA2020"
"wnhp","32.9","QN1102","NTA2020"
"wnhp","40.9","QN1103","NTA2020"
"wnhp","33.6","QN1104","NTA2020"
"wnhp","74.1","QN1191","NTA2020"
"wnhp","3.3","QN1201","NTA2020"
"wnhp","1.2","QN1202","NTA2020"
"wnhp","1.4","QN1203","NTA2020"
"wnhp","1.1","QN1204","NTA2020"
"wnhp","1.2","QN1205","NTA2020"
"wnhp","2.7","QN1206","NTA2020"
"wnhp","35.7","QN1301","NTA2020"
"wnhp","20.4","QN1302","NTA2020"
"wnhp","4.5","QN1303","NTA2020"
"wnhp","1.4","QN1304","NTA2020"
"wnhp","1.3","QN1305","NTA2020"
"wnhp","1.9","QN1306","NTA2020"
"wnhp","3.4","QN1307","NTA2020"
"wnhp",NULL,"QN1371","NTA2020"
"wnhp","23.5","QN1401","NTA2020"
"wnhp","16.5","QN1402","NTA2020"
"wnhp","81.2","QN1403","NTA2020"
"wnhp",NULL,"QN1491","NTA2020"
"wnhp",NULL,"QN8081","NTA2020"
"wnhp","6.8","QN8191","NTA2020"
"wnhp","25","QN8291","NTA2020"
"wnhp",NULL,"QN8381","NTA2020"
"wnhp",NULL,"QN8491","NTA2020"
"wnhp","70.8","QN8492","NTA2020"
"wnhp","21.4","SI0101","NTA2020"
"wnhp","15.8","SI0102","NTA2020"
"wnhp","27.4","SI0103","NTA2020"
"wnhp","45","SI0104","NTA2020"
"wnhp","66.4","SI0105","NTA2020"
"wnhp","17.6","SI0106","NTA2020"
"wnhp","19.8","SI0107","NTA2020"
"wnhp","87.5","SI0191","NTA2020"
"wnhp","57.7","SI0201","NTA2020"
"wnhp","65.8","SI0202","NTA2020"
"wnhp","62.8","SI0203","NTA2020"
"wnhp","59.5","SI0204","NTA2020"
"wnhp","26.7","SI0291","NTA2020"
"wnhp","72.9","SI0301","NTA2020"
"wnhp","79.7","SI0302","NTA2020"
"wnhp","73.7","SI0303","NTA2020"
"wnhp","82.1","SI0304","NTA2020"
"wnhp","82","SI0305","NTA2020"
"wnhp","32.6","SI0391","NTA2020"
"wnhp","48.1","SI9561","NTA2020"
"wnhp",NULL,"SI9591","NTA2020"
"wnhp","41.3","SI9592","NTA2020"
"wnhp","60","SI9593","NTA2020"
"bnhp","26.8","BX0101","NTA2020"
"hsp1p","29.3","BK0505","NTA2020"
"hsp1p","71.4","BK0571","NTA2020"
"hsp1p","20.4","BK0601","NTA2020"
"hsp1p","11.7","BK0602","NTA2020"
"hsp1p","14.5","BK0701","NTA2020"
"hsp1p","56.2","BK0702","NTA2020"
"hsp1p","32.8","BK0703","NTA2020"
"hsp1p","40","BK0771","NTA2020"
"hsp1p","10.4","BK0801","NTA2020"
"hsp1p","13.8","BK0802","NTA2020"
"hsp1p","46.7","BK0891","NTA2020"
"hsp1p","9.9","BK0901","NTA2020"
"hsp1p","10.6","BK0902","NTA2020"
"hsp1p","18.8","BK1001","NTA2020"
"hsp1p","13.9","BK1002","NTA2020"
"hsp1p","24.4","BK1061","NTA2020"
"hsp1p","22.2","BK1091","NTA2020"
"hsp1p","17.2","BK1101","NTA2020"
"hsp1p","14.2","BK1102","NTA2020"
"hsp1p","14.2","BK1103","NTA2020"
"hsp1p","21.1","BK1201","NTA2020"
"hsp1p","8.6","BK1202","NTA2020"
"hsp1p","16.3","BK1203","NTA2020"
"hsp1p","9","BK1204","NTA2020"
"hsp1p","15.2","BK1301","NTA2020"
"hsp1p","17.3","BK1302","NTA2020"
"hsp1p","13.5","BK1303","NTA2020"
"hsp1p",NULL,"BK1391","NTA2020"
"hsp1p","19.6","BK1401","NTA2020"
"hsp1p","16.9","BK1402","NTA2020"
"hsp1p","7.7","BK1403","NTA2020"
"hsp1p","11.1","BK1501","NTA2020"
"hsp1p","7.8","BK1502","NTA2020"
"hsp1p","8.9","BK1503","NTA2020"
"hsp1p","20.3","BK1601","NTA2020"
"hsp1p","23","BK1602","NTA2020"
"hsp1p","10.9","BK1701","NTA2020"
"hsp1p","7.2","BK1702","NTA2020"
"hsp1p","6.3","BK1703","NTA2020"
"hsp1p","8.5","BK1704","NTA2020"
"hsp1p","15.6","BK1771","NTA2020"
"hsp1p","9","BK1801","NTA2020"
"hsp1p","9.2","BK1802","NTA2020"
"hsp1p","8.3","BK1803","NTA2020"
"hsp1p","100","BK1891","NTA2020"
"hsp1p",NULL,"BK1892","NTA2020"
"hsp1p","20","BK1893","NTA2020"
"hsp1p","33.3","BK5591","NTA2020"
"hsp1p","14.3","BK5691","NTA2020"
"hsp1p",NULL,"BK5692","NTA2020"
"hsp1p",NULL,"BK5693","NTA2020"
"hsp1p","8.9","MN0101","NTA2020"
"hsp1p","8.7","MN0102","NTA2020"
"hsp1p","25","MN0191","NTA2020"
"hsp1p","8.7","MN0201","NTA2020"
"hsp1p","7.8","MN0202","NTA2020"
"hsp1p","7.5","MN0203","NTA2020"
"hsp1p","15.7","MN0301","NTA2020"
"hsp1p","30.7","MN0302","NTA2020"
"hsp1p","23.7","MN0303","NTA2020"
"hsp1p","17.2","MN0401","NTA2020"
"hsp1p","18.4","MN0402","NTA2020"
"hsp1p","12.5","MN0501","NTA2020"
"hsp1p","12.8","MN0502","NTA2020"
"hsp1p","8.9","MN0601","NTA2020"
"hsp1p","8.9","MN0602","NTA2020"
"hsp1p","10.2","MN0603","NTA2020"
"hsp1p","7","MN0604","NTA2020"
"hsp1p",NULL,"MN0661","NTA2020"
"hsp1p","10.1","MN0701","NTA2020"
"hsp1p","12.8","MN0702","NTA2020"
"hsp1p","25","MN0703","NTA2020"
"hsp1p","7.9","MN0801","NTA2020"
"hsp1p","5.6","MN0802","NTA2020"
"hsp1p","9.8","MN0803","NTA2020"
"hsp1p","19.4","MN0901","NTA2020"
"hsp1p","54.1","MN0902","NTA2020"
"hsp1p","46.5","MN0903","NTA2020"
"hsp1p","21","MN1001","NTA2020"
"hsp1p","25.2","MN1002","NTA2020"
"hsp1p","42.9","MN1101","NTA2020"
"hsp1p","47.3","MN1102","NTA2020"
"hsp1p","35.8","MN1191","NTA2020"
"hsp1p","67.3","MN1201","NTA2020"
"hsp1p","61","MN1202","NTA2020"
"hsp1p","68.7","MN1203","NTA2020"
"hsp1p","66.7","MN1291","NTA2020"
"hsp1p","37.5","MN1292","NTA2020"
"hsp1p","24.8","MN6491","NTA2020"
"hsp1p","19.8","QN0101","NTA2020"
"hsp1p","32.8","QN0102","NTA2020"
"hsp1p","22.8","QN0103","NTA2020"
"hsp1p","27.2","QN0104","NTA2020"
"hsp1p","31.1","QN0105","NTA2020"
"hsp1p","33.3","QN0161","NTA2020"
"hsp1p","60","QN0171","NTA2020"
"hsp1p",NULL,"QN0191","NTA2020"
"hsp1p","12","QN0201","NTA2020"
"hsp1p","36.3","QN0202","NTA2020"
"hsp1p","33.4","QN0203","NTA2020"
"hsp1p","30.6","QN0261","NTA2020"
"hsp1p",NULL,"QN0271","NTA2020"
"hsp1p","53.3","QN0301","NTA2020"
"hsp1p","64.4","QN0302","NTA2020"
"hsp1p","86.3","QN0303","NTA2020"
"hsp1p","39.5","QN0401","NTA2020"
"hsp1p","69.8","QN0402","NTA2020"
"hsp1p","32.3","QN0501","NTA2020"
"hsp1p","44.1","QN0502","NTA2020"
"hsp1p","40.2","QN0503","NTA2020"
"hsp1p","20.9","QN0504","NTA2020"
"hsp1p",NULL,"QN0571","NTA2020"
"hsp1p",NULL,"QN0572","NTA2020"
"hsp1p","66.7","QN0573","NTA2020"
"hsp1p","25","QN0574","NTA2020"
"hsp1p","19.7","QN0601","NTA2020"
"hsp1p","15.2","QN0602","NTA2020"
"hsp1p","40.1","QN0701","NTA2020"
"hsp1p","15.5","QN0702","NTA2020"
"hsp1p","11.8","QN0703","NTA2020"
"hsp1p","16.3","QN0704","NTA2020"
"hsp1p","18.3","QN0705","NTA2020"
"hsp1p","16.1","QN0706","NTA2020"
"hsp1p","12.7","QN0707","NTA2020"
"hsp1p",NULL,"QN0761","NTA2020"
"hsp1p",NULL,"QN0791","NTA2020"
"hsp1p","14.4","QN0801","NTA2020"
"hsp1p","22.4","QN0802","NTA2020"
"hsp1p","12.7","QN0803","NTA2020"
"hsp1p","14.8","QN0804","NTA2020"
"hsp1p","23.8","QN0805","NTA2020"
"hsp1p",NULL,"QN0871","NTA2020"
"hsp1p","20","QN0891","NTA2020"
"hsp1p","27.2","QN0901","NTA2020"
"hsp1p","46.2","QN0902","NTA2020"
"hsp1p","22","QN0903","NTA2020"
"hsp1p","41","QN0904","NTA2020"
"hsp1p","58.7","QN0905","NTA2020"
"hsp1p","18.6","QN1001","NTA2020"
"hsp1p","38.5","QN1002","NTA2020"
"hsp1p","25.1","QN1003","NTA2020"
"hsp1p",NULL,"QN1091","NTA2020"
"hsp1p","14.3","QN1101","NTA2020"
"hsp1p","11.7","QN1102","NTA2020"
"hsp1p","9.8","QN1103","NTA2020"
"hsp1p","10.7","QN1104","NTA2020"
"hsp1p","18.8","QN1191","NTA2020"
"hsp1p","34.2","QN1201","NTA2020"
"hsp1p","18.1","QN1202","NTA2020"
"hsp1p","14.1","QN1203","NTA2020"
"hsp1p","9.1","QN1204","NTA2020"
"hsp1p","9.4","QN1205","NTA2020"
"hsp1p","14.9","QN1206","NTA2020"
"hsp1p","10.9","QN1301","NTA2020"
"hsp1p","16.6","QN1302","NTA2020"
"hsp1p","17.6","QN1303","NTA2020"
"hsp1p","6.8","QN1304","NTA2020"
"hsp1p","7.4","QN1305","NTA2020"
"hsp1p","9.8","QN1306","NTA2020"
"hsp1p","10.8","QN1307","NTA2020"
"hsp1p",NULL,"QN1371","NTA2020"
"hsp1p","26.6","QN1401","NTA2020"
"hsp1p","25.3","QN1402","NTA2020"
"hsp1p","10.4","QN1403","NTA2020"
"hsp1p","58.3","QN1491","NTA2020"
"hsp1p",NULL,"QN8081","NTA2020"
"hsp1p","38.6","QN8191","NTA2020"
"hsp1p","75","QN8291","NTA2020"
"hsp1p",NULL,"QN8381","NTA2020"
"hsp1p",NULL,"QN8491","NTA2020"
"hsp1p","4.2","QN8492","NTA2020"
"hsp1p","34.3","SI0101","NTA2020"
"hsp1p","38.7","SI0102","NTA2020"
"hsp1p","25.6","SI0103","NTA2020"
"hsp1p","26.4","SI0104","NTA2020"
"hsp1p","16.6","SI0105","NTA2020"
"hsp1p","49.1","SI0106","NTA2020"
"hsp1p","35.6","SI0107","NTA2020"
"hsp1p","12.5","SI0191","NTA2020"
"hsp1p","16.7","SI0201","NTA2020"
"hsp1p","14.5","SI0202","NTA2020"
"hsp1p","10.4","SI0203","NTA2020"
"hsp1p","15.2","SI0204","NTA2020"
"hsp1p","40","SI0291","NTA2020"
"hsp1p","11.3","SI0301","NTA2020"
"hsp1p","10.2","SI0302","NTA2020"
"hsp1p","12.9","SI0303","NTA2020"
"hsp1p","9","SI0304","NTA2020"
"hsp1p","11.8","SI0305","NTA2020"
"hsp1p","36.8","SI0391","NTA2020"
"hsp1p","31.1","SI9561","NTA2020"
"hsp1p",NULL,"SI9591","NTA2020"
"hsp1p","17.4","SI9592","NTA2020"
"hsp1p",NULL,"SI9593","NTA2020"
"bnh","15455","BX0101","NTA2020"
"bnh","12111","BX0102","NTA2020"
"bnh","3752","BX0201","NTA2020"
"bnh","9608","BX0202","NTA2020"
"bnh","0","BX0291","NTA2020"
"bnh","15107","BX0301","NTA2020"
"bnh","10938","BX0302","NTA2020"
"bnh","9873","BX0303","NTA2020"
"bnh","10","BX0391","NTA2020"
"bnh","22108","BX0401","NTA2020"
"bnh","9444","BX0402","NTA2020"
"bnh","12221","BX0403","NTA2020"
"bnh","4","BX0491","NTA2020"
"bnh","7","BX0492","NTA2020"
"bnh","15403","BX0501","NTA2020"
"bnh","13375","BX0502","NTA2020"
"bnh","7100","BX0503","NTA2020"
"bnh","5020","BX0601","NTA2020"
"bnh","10618","BX0602","NTA2020"
"bnh","7443","BX0603","NTA2020"
"bnh","7348","BX0701","NTA2020"
"bnh","10310","BX0702","NTA2020"
"bnh","6437","BX0703","NTA2020"
"bnh","4284","BX0801","NTA2020"
"bnh","2872","BX0802","NTA2020"
"bnh","4074","BX0803","NTA2020"
"bnh","18855","BX0901","NTA2020"
"bnh","11140","BX0902","NTA2020"
"bnh","8481","BX0903","NTA2020"
"bnh","11788","BX0904","NTA2020"
"bnh","0","BX0991","NTA2020"
"bnh","1769","BX1001","NTA2020"
"bnh","4486","BX1002","NTA2020"
"bnh","1660","BX1003","NTA2020"
"bnh","23389","BX1004","NTA2020"
"bnh","0","BX1071","NTA2020"
"bnh","0","BX1091","NTA2020"
"bnh","4728","BX1101","NTA2020"
"bnh","1675","BX1102","NTA2020"
"bnh","8951","BX1103","NTA2020"
"bnh","9518","BX1104","NTA2020"
"bnh","93","BX1161","NTA2020"
"bnh","37033","BX1201","NTA2020"
"bnh","35061","BX1202","NTA2020"
"bnh","25258","BX1203","NTA2020"
"bnh","1","BX1271","NTA2020"
"bnh","35","BX2691","NTA2020"
"bnh","31","BX2791","NTA2020"
"bnh","5","BX2891","NTA2020"
"bnh","2172","QN0151","NTA2020"
"bnh","1025","BK0101","NTA2020"
"bnh","2340","BK0102","NTA2020"
"bnh","1217","BK0103","NTA2020"
"bnh","6110","BK0104","NTA2020"
"bnh","886","BK0201","NTA2020"
"bnh","5905","BK0202","NTA2020"
"bnh","9896","BK0203","NTA2020"
"bnh","7574","BK0204","NTA2020"
"bnh","0","BK0261","NTA2020"
"bnh","30805","BK0301","NTA2020"
"bnh","45584","BK0302","NTA2020"
"bnh","4054","BK0401","NTA2020"
"bnh","14109","BK0402","NTA2020"
"bnh","0","BK0471","NTA2020"
"bnh","6989","BK0501","NTA2020"
"bnh","21181","BK0502","NTA2020"
"bnh","36530","BK0503","NTA2020"
"bnh","9873","BK0504","NTA2020"
"bnh","18506","BK0505","NTA2020"
"bnh","0","BK0571","NTA2020"
"bnh","7280","BK0601","NTA2020"
"bnh","3363","BK0602","NTA2020"
"bnh","876","BK0701","NTA2020"
"bnh","2740","BK0702","NTA2020"
"bnh","610","BK0703","NTA2020"
"bnh","0","BK0771","NTA2020"
"bnh","4520","BK0801","NTA2020"
"bnh","45217","BK0802","NTA2020"
"bnh","3","BK0891","NTA2020"
"bnh","24907","BK0901","NTA2020"
"bnh","26859","BK0902","NTA2020"
"bnh","1840","BK1001","NTA2020"
"bnh","357","BK1002","NTA2020"
"bnh","105","BK1061","NTA2020"
"bnh","0","BK1091","NTA2020"
"bnh","1078","BK1101","NTA2020"
"bnh","443","BK1102","NTA2020"
"bnh","841","BK1103","NTA2020"
"bnh","641","BK1201","NTA2020"
"bnh","804","BK1202","NTA2020"
"bnh","2753","BK1203","NTA2020"
"bnh","632","BK1204","NTA2020"
"bnh","2566","BK1301","NTA2020"
"bnh","10144","BK1302","NTA2020"
"bnh","429","BK1303","NTA2020"
"bnh","0","BK1391","NTA2020"
"bnh","35895","BK1401","NTA2020"
"bnh","7702","BK1402","NTA2020"
"bnh","2833","BK1403","NTA2020"
"bnh","767","BK1501","NTA2020"
"bnh","1228","BK1502","NTA2020"
"bnh","4615","BK1503","NTA2020"
"bnhp","28.4","BX0102","NTA2020"
"bnhp","24.8","BX0201","NTA2020"
"bnhp","23.8","BX0202","NTA2020"
"bnhp",NULL,"BX0291","NTA2020"
"bnhp","40.2","BX0301","NTA2020"
"bnhp","44.5","BX0302","NTA2020"
"bnhp","32.7","BX0303","NTA2020"
"bnhp","29.4","BX0391","NTA2020"
"bnhp","31.9","BX0401","NTA2020"
"bnhp","29.1","BX0402","NTA2020"
"bnhp","24.6","BX0403","NTA2020"
"bnhp","21.1","BX0491","NTA2020"
"bnhp","70","BX0492","NTA2020"
"bnhp","28.2","BX0501","NTA2020"
"bnhp","27.2","BX0502","NTA2020"
"bnhp","22.1","BX0503","NTA2020"
"bnhp","24.9","BX0601","NTA2020"
"bnhp","33","BX0602","NTA2020"
"bnhp","20.8","BX0603","NTA2020"
"bnhp","15.8","BX0701","NTA2020"
"bnhp","18.6","BX0702","NTA2020"
"bnhp","14.8","BX0703","NTA2020"
"bnhp","12","BX0801","NTA2020"
"bnhp","12.6","BX0802","NTA2020"
"bnhp","8.5","BX0803","NTA2020"
"bnhp","25.4","BX0901","NTA2020"
"bnhp","29.9","BX0902","NTA2020"
"bnhp","20.5","BX0903","NTA2020"
"bnhp","35.1","BX0904","NTA2020"
"bnhp",NULL,"BX0991","NTA2020"
"bnhp","10.2","BX1001","NTA2020"
"bnhp","9.3","BX1002","NTA2020"
"bnhp","5.6","BX1003","NTA2020"
"bnhp","62.6","BX1004","NTA2020"
"bnhp",NULL,"BX1071","NTA2020"
"bnhp",NULL,"BX1091","NTA2020"
"bnhp","14.6","BX1101","NTA2020"
"bnhp","6.7","BX1102","NTA2020"
"bnhp","30.4","BX1103","NTA2020"
"bnhp","27.5","BX1104","NTA2020"
"bnhp","31.3","BX1161","NTA2020"
"bnhp","60.4","BX1201","NTA2020"
"bnhp","67.8","BX1202","NTA2020"
"bnhp","53","BX1203","NTA2020"
"bnhp","50","BX1271","NTA2020"
"bnhp","28.7","BX2691","NTA2020"
"bnhp","44.9","BX2791","NTA2020"
"bnhp","17.9","BX2891","NTA2020"
"bnhp","57.6","QN0151","NTA2020"
"bnhp","2.6","BK0101","NTA2020"
"bnhp","3.6","BK0102","NTA2020"
"bnhp","2.6","BK0103","NTA2020"
"bnhp","11.5","BK0104","NTA2020"
"bnhp","3.5","BK0201","NTA2020"
"bnhp","14.4","BK0202","NTA2020"
"bnhp","30","BK0203","NTA2020"
"bnhp","26.4","BK0204","NTA2020"
"bnhp",NULL,"BK0261","NTA2020"
"bnhp","34.5","BK0301","NTA2020"
"bnhp","53.8","BK0302","NTA2020"
"bnhp","6.9","BK0401","NTA2020"
"bnhp","22.7","BK0402","NTA2020"
"bnhp",NULL,"BK0471","NTA2020"
"bnhp","16.2","BK0501","NTA2020"
"bnhp","49.5","BK0502","NTA2020"
"bnhp","68.9","BK0503","NTA2020"
"bnhp","57.9","BK0504","NTA2020"
"bnhp","40.6","BK0505","NTA2020"
"bnhp",NULL,"BK0571","NTA2020"
"bnhp","12.3","BK0601","NTA2020"
"bnhp","5.9","BK0602","NTA2020"
"bnhp","3.7","BK0701","NTA2020"
"bnhp","5","BK0702","NTA2020"
"bnhp","1.1","BK0703","NTA2020"
