"geometry","nta2020","ntaname","ntatype"
"MULTIPOLYGON(((-73.9321339751577 40.7281596034337,-73.9325283178673 40.7278913210894,-73.9341233735587 40.7268554714795,-73.935397403606 40.7259068674234,-73.9367638240554 40.7248389192231,-73.9368530683858 40.724744099352,-73.9369489272046 40.7246530930954,-73.9370511194988 40.7245661672156,-73.937159345694 40.7244835765137,-73.9372732887326 40.7244055631334,-73.9373926144031 40.7243323557095,-73.9375169729193 40.7242641688287,-73.9376459997461 40.724201202361,-73.9384885709313 40.723808905521,-73.9389118379452 40.7235788258017,-73.939311999465 40.7233478947106,-73.9402212367116 40.7228915057696,-73.9410941884723 40.7223092456166,-73.941503808207 40.7219909789924,-73.9419563362897 40.7216523197331,-73.9428168369105 40.7211436206163,-73.9436754800551 40.720659975306,-73.9444053674183 40.7202404121799,-73.9456035894946 40.7195672859193,-73.9467921160604 40.7188216080521,-73.947213418768 40.7185609861187,-73.9484163860506 40.7184555331231,-73.9485326046256 40.719167176403,-73.94887459659 40.7212924065517,-73.9490781683874 40.7225402872031,-73.9498659952975 40.7221794837451,-73.9506459426723 40.7217056932818,-73.9516463225236 40.723485857484,-73.9524959484396 40.7232177342973,-73.9533203675561 40.7229327000463,-73.9538246169848 40.7227597349861,-73.9541833034451 40.7226364283082,-73.9547766294745 40.7224595046681,-73.9562731153278 40.723389876335,-73.9577198920517 40.7242849573596,-73.9581429228688 40.7244042844019,-73.9580391674166 40.7244274408787,-73.957941834895 40.7246492026999,-73.9579509621324 40.7250364391684,-73.9582758822373 40.725167457041,-73.9583517707886 40.7251980573018,-73.9584261184392 40.7254005358322,-73.9601249713324 40.725319636637,-73.9602854494421 40.725948122413,-73.961063435117 40.7258448991855,-73.96161518902 40.7258655630743,-73.961652808281 40.7262039262311,-73.9616171702982 40.7266614219913,-73.9614992010531 40.7267510911253,-73.9614182688696 40.7273561797049,-73.9611415931247 40.7281037254046,-73.9610168813666 40.7287044401018,-73.9611509325361 40.7295362052733,-73.9612826200824 40.7300610245078,-73.961284507884 40.7301590617017,-73.9613014367309 40.7302529429247,-73.9614318767784 40.7309651716479,-73.9616744677244 40.7314812540554,-73.9616984824574 40.7315323413948,-73.9617128948073 40.7315661143477,-73.9617549570839 40.7316646781653,-73.9620345849863 40.7323803700424,-73.9622634048936 40.7329155516238,-73.9623039187056 40.7331136609822,-73.9623406226022 40.7333892261305,-73.962308376967 40.733532325269,-73.9623550595524 40.7337132606215,-73.9623246789461 40.7339077608484,-73.9622852023693 40.7340476958767,-73.9621855287732 40.7342490166328,-73.9620903444991 40.7345079978736,-73.9619847787049 40.7346380331482,-73.9619096467632 40.7347508067492,-73.9617620845885 40.7348916147792,-73.9615749430675 40.7351796149286,-73.9611900313403 40.735602796583,-73.9605191671798 40.7363421923001,-73.9605115504618 40.7363506088976,-73.9604674814226 40.7363996458555,-73.9604226223434 40.7364445560135,-73.9602955704477 40.7365629198,-73.9602386308907 40.7366137610139,-73.9602228845032 40.7366366556025,-73.9602157750854 40.7366451810799,-73.9601876530762 40.7366754728731,-73.9601473184298 40.7367156937461,-73.9600952141967 40.7367585487333,-73.9600771355493 40.7367785610387,-73.9600338318451 40.736834313893,-73.9600010657911 40.7368691351155,-73.9599165921341 40.7369540503563,-73.9598950195285 40.7369790590649,-73.9598508141779 40.7370368558599,-73.9598293114784 40.7370609006332,-73.9598158325267 40.7370727378713,-73.9597990733821 40.7370843933693,-73.9597797455522 40.7370956609817,-73.9597224391936 40.7371263120265,-73.9597058590907 40.737136852015,-73.9596922503639 40.7371472570096,-73.959665432361 40.7371721644954,-73.9596023986839 40.7372369515062,-73.9595831145233 40.7372541631057,-73.9595643178502 40.7372686718343,-73.9594701001917 40.7373347818313,-73.9594013832884 40.7373810160274,-73.9593687291497 40.7374043288795,-73.9593057412758 40.7374520685889,-73.9591910755679 40.7375391162866,-73.9591637296287 40.7375570089685,-73.9591099041089 40.7375860397879,-73.9590895340494 40.7375980090169,-73.9590279708699 40.7376373578487,-73.9589885658971 40.7376647276904,-73.958888197661 40.7377411640261,-73.9588333204565 40.7377854672204,-73.9588247447747 40.7377908032214,-73.9588143245063 40.7377958334964,-73.9587779705527 40.737809445915,-73.9587654299908 40.7378148084692,-73.958730363138 40.7378337429776,-73.9586780030557 40.7378664927029,-73.9586403101832 40.7378999420698,-73.9586134230507 40.7379212020659,-73.9584874691582 40.7380166834734,-73.9584586868082 40.738039203051,-73.9584318951817 40.7380586443721,-73.9583750790278 40.7380969493687,-73.9583123551326 40.7381370264709,-73.9582421355096 40.7381799196203,-73.9581558807683 40.738230830411,-73.9579598711734 40.7383483913731,-73.9578942469992 40.7383864052726,-73.9578544414846 40.7384101097699,-73.9577648807612 40.7384643593652,-73.9577167367704 40.7384933202474,-73.9576340960703 40.7385381177614,-73.9575470386147 40.7385822459951,-73.9574182351606 40.7386492413325,-73.9571547953331 40.7387763216203,-73.9570932951827 40.7388059892583,-73.9569585107304 40.7388738732591,-73.9569464079314 40.7388791820021,-73.9569300286512 40.7388870730716,-73.9569182000966 40.738888914788,-73.9569034729188 40.7388899626838,-73.9567781691444 40.7389055931794,-73.9556400457614 40.7390443162075,-73.9556351553076 40.7390447018122,-73.9556300411183 40.739044699842,-73.9556145431914 40.7390458104334,-73.9555833632283 40.7390400711877,-73.9555306715092 40.7390326932623,-73.9551966091339 40.7390845416937,-73.9549228049316 40.739103300665,-73.9548075756686 40.7391188435002,-73.9547631402035 40.7391235360589,-73.9547153325348 40.739126541959,-73.9546632150002 40.7391279531344,-73.9546035338013 40.7391278483742,-73.9545464481909 40.7391249169296,-73.9544412511326 40.73911765397,-73.9543955541709 40.7391147725225,-73.954283170276 40.7391073703734,-73.9542326293959 40.7391073502993,-73.954193512678 40.739106957143,-73.9541562788532 40.7391069148531,-73.9541218660032 40.7391007688459,-73.9540277811602 40.7390831445748,-73.9539724039831 40.7390749458279,-73.953815514917 40.7390531258635,-73.9537378328533 40.7390453336898,-73.9535808906475 40.739032977285,-73.9535146185367 40.7390269269752,-73.9533674459887 40.7390105142204,-73.953232990377 40.7389926831382,-73.9529235572418 40.7389349423952,-73.9528623207419 40.7389215603005,-73.9528230147117 40.73891247885,-73.9527870757471 40.7389041749163,-73.9527178138873 40.7388910848033,-73.9526570290261 40.7388788764745,-73.9525552757199 40.7388576818801,-73.9523844877751 40.73882039306,-73.9521866942478 40.7387852540356,-73.9521773188058 40.7387835840928,-73.9521450608481 40.7387782574259,-73.9521054173806 40.7387709843725,-73.9520333747342 40.7387572569284,-73.9520175131944 40.7387537651017,-73.9520051419177 40.7387515174384,-73.9519879435442 40.7387476209768,-73.9519773122518 40.7387312890866,-73.9519728512576 40.7387274336166,-73.9519546919035 40.7387089390017,-73.9519492725807 40.7387048212873,-73.9519436860237 40.7387017118441,-73.951935886692 40.7386985208971,-73.9519275902922 40.7386958968188,-73.9519105667548 40.738692693643,-73.9519023635224 40.7386922043907,-73.9518945132565 40.7386924520664,-73.9518871496452 40.7386934397414,-73.9518803528664 40.7386951567277,-73.9518800444408 40.7386952648208,-73.9518797608839 40.7386953997286,-73.9518794878858 40.7386955527337,-73.951879250341 40.738695715135,-73.9518790257657 40.7386959122198,-73.9518788119751 40.7386961195281,-73.9518784695848 40.7386965970028,-73.9518782086344 40.7386971463804,-73.9518780306528 40.7386977852517,-73.9518778989466 40.7386993070064,-73.9518782520032 40.7387020534142,-73.9518804005861 40.7387098977303,-73.9518806844618 40.738711456347,-73.9518806953028 40.7387126085981,-73.9518806002769 40.738713050493,-73.951880446284 40.7387134099403,-73.9518803395724 40.7387135641875,-73.951880220321 40.7387136986614,-73.9518800896361 40.7387138061588,-73.9518799358311 40.7387139054376,-73.9518797582595 40.7387139767297,-73.9518795696814 40.7387140398083,-73.9518793676876 40.7387140759097,-73.951879143242 40.7387140934061,-73.9518786452734 40.7387140756078,-73.9518780658649 40.7387139859066,-73.9518578844408 40.7387082953116,-73.9518126933133 40.738694183756,-73.9517171496976 40.7386652189662,-73.9515420295665 40.7386112582023,-73.9506452173329 40.7383644721523,-73.9505097388954 40.7383226850268,-73.9504645828052 40.7383095807951,-73.950387481977 40.7382848371257,-73.9502194406016 40.7382215316004,-73.9500484853742 40.7381580526832,-73.9499651646993 40.7381244810761,-73.9496477167888 40.7379977311122,-73.9494843055123 40.7379338594584,-73.9493970100016 40.7378996643399,-73.949257432886 40.7378449878044,-73.9488437740074 40.7376858924164,-73.9486120038477 40.7375954501017,-73.9485840832611 40.7375845502646,-73.9484052177219 40.7375138345934,-73.9481229165706 40.7373971546085,-73.9481067530303 40.7374337079595,-73.9480917268227 40.7374677048648,-73.9475421149279 40.7372789165484,-73.9472014958558 40.7371664488197,-73.9471813979384 40.7371612531526,-73.9471617858923 40.7371549317598,-73.9471363414264 40.7371446547326,-73.9470955720832 40.7371248600172,-73.9470493494224 40.7370999575793,-73.9470361798768 40.7370917931531,-73.9470340024367 40.737090279723,-73.9470057003398 40.7370706175265,-73.9469886118082 40.7370610640049,-73.9469682797806 40.7370525985793,-73.9469104765004 40.7370317343376,-73.9468599083623 40.7370073881856,-73.9468397774883 40.7369991494932,-73.9468215743275 40.7369937646629,-73.9467782401273 40.7369840188966,-73.9467592546025 40.7369787236565,-73.9466991905293 40.7369577507113,-73.9466158952047 40.7369245549604,-73.9465805064899 40.7369442689772,-73.9465235285479 40.7369268539582,-73.9464422914086 40.7367806262632,-73.946661748433 40.7363656637396,-73.9466751535911 40.7363406240721,-73.9469037682143 40.7359136586813,-73.9470014458955 40.7357169108341,-73.9471998336712 40.7353551781142,-73.9471869111846 40.7352307821005,-73.9471577585992 40.7350322972516,-73.947086434635 40.7345459154896,-73.9470653291539 40.7344019928193,-73.9465980670735 40.7344422243473,-73.9466282822118 40.7345847893349,-73.946736923407 40.7352949437199,-73.9466971949813 40.7353666414143,-73.9465591900049 40.7356079137531,-73.946553832411 40.7356176278023,-73.9465466944821 40.7356299983298,-73.9465410522329 40.7356401166552,-73.946528165049 40.7356628317851,-73.9465125404017 40.7356903516416,-73.9464897659012 40.735730512737,-73.9464643481678 40.7357757602102,-73.9464431007418 40.7358131844558,-73.9464305125695 40.7358353589379,-73.9464005067587 40.7358890685369,-73.9463072009062 40.7360575195062,-73.9462474829692 40.736166165227,-73.9461719588151 40.7362028887743,-73.9458731056289 40.7361018312582,-73.9455704845722 40.7366123039105,-73.9455325990524 40.7366050810204,-73.9455199804413 40.7365906629183,-73.9455452848521 40.7365378328546,-73.9454158498637 40.7365017445108,-73.9454000312712 40.7365377640788,-73.945358971799 40.7365497545759,-73.945207437018 40.7365088505162,-73.9452011393878 40.7364872304083,-73.9452201211517 40.7364440057189,-73.9450780667231 40.7363934976849,-73.9450590833403 40.736439125685,-73.9450338142478 40.736448720264,-73.9449990888949 40.7364366937126,-73.944999104756 40.7364174787705,-73.9452549227956 40.7358927890038,-73.9451850718132 40.7354791526778,-73.9450329903192 40.7354286156834,-73.9450278576708 40.7354505235193,-73.9450217993007 40.7354749061166,-73.9450064221209 40.7355314418091,-73.9449905853296 40.7355703087646,-73.9449612448358 40.7356342491509,-73.9449230922739 40.7357027865971,-73.9448854042497 40.7357663704945,-73.9448621404606 40.7358105389372,-73.9448365341482 40.7358677811913,-73.9447855127091 40.7359645433152,-73.9447727208076 40.7359857612772,-73.9447592102149 40.7360041078243,-73.9447395406777 40.7360242432776,-73.9446905205898 40.7360641382862,-73.9446709474207 40.7360827526336,-73.9446330062904 40.7361238502515,-73.9446127299451 40.7361473987429,-73.9445772611248 40.736191181305,-73.944567662413 40.7362028216171,-73.944549625305 40.7362246578818,-73.9445490329952 40.7362252883337,-73.9445483700264 40.7362258731844,-73.9445467944337 40.7362269258321,-73.9445448877422 40.7362278076109,-73.944542613803 40.7362285536839,-73.944539168612 40.7362293177883,-73.9445271511209 40.7362310137339,-73.9445242978794 40.7362315801066,-73.9445219171834 40.7362322540914,-73.944520069636 40.7362329914904,-73.9445185058877 40.7362338372483,-73.9445172153366 40.7362348280481,-73.9445161724513 40.7362359441096,-73.9445156506814 40.736236762895,-73.9445153425658 40.7362375559844,-73.9445152715396 40.7362379511451,-73.9445152474305 40.7362383392923,-73.9445152816791 40.7362387345037,-73.9445153765078 40.7362391128242,-73.9445155184606 40.7362394998787,-73.9445157079921 40.7362398787473,-73.9445162630205 40.7362406442756,-73.9445170440216 40.7362414022066,-73.9445180500948 40.736242176161,-73.9445200849663 40.7362434111412,-73.9445228060318 40.7362447354086,-73.9445369136418 40.7362506676149,-73.9445399894343 40.7362523532397,-73.9445411961087 40.7362531728577,-73.9445422028042 40.7362539935521,-73.9445429831163 40.736254785993,-73.9445436341022 40.7362556328177,-73.94454415356 40.736256533355,-73.9445445438967 40.7362575063692,-73.9445447914801 40.7362585247142,-73.9445449211989 40.7362595863919,-73.9445447525729 40.7362618743871,-73.9445440411409 40.7362643234489,-73.9445428076356 40.7362668974016,-73.9445410648893 40.7362695260577,-73.9445388600858 40.7362721462824,-73.9445332210581 40.7362771691929,-73.9445300112339 40.7362793371145,-73.9445266713042 40.7362811722658,-73.9445200873574 40.7362836541816,-73.9445154211736 40.7362843913954,-73.9444924208175 40.7362830737726,-73.9444813883178 40.736281492533,-73.9444640823815 40.7362787262004,-73.9444283719635 40.7362702787069,-73.9443908967083 40.7362587381467,-73.9443235508269 40.7362325909117,-73.9442224871692 40.7361877201332,-73.9432996801757 40.7358236127333,-73.9432134765295 40.7357905300162,-73.9431678832003 40.7357675086524,-73.9431050709283 40.7357357977102,-73.9430069111081 40.7356886519511,-73.9429441431141 40.735660191794,-73.9428804403222 40.735632947046,-73.9428418960536 40.7356172323656,-73.9423944354243 40.7354257499476,-73.9421224596296 40.7352337614063,-73.9421053659689 40.7352190381247,-73.9419689213012 40.7351189764035,-73.9417723107772 40.73498208139,-73.9417381958986 40.7349507179176,-73.9417918916098 40.7349128971501,-73.9417861664157 40.7348949369233,-73.9417630650352 40.7348593823185,-73.9416936883213 40.734769378614,-73.9416065819686 40.7346877021639,-73.9415456683245 40.7347343359348,-73.9412980185681 40.7343762934337,-73.9411474670195 40.7341529275376,-73.9409974659992 40.7337904855558,-73.9411561580941 40.7337489096099,-73.9411353395534 40.73370281125,-73.9410384327478 40.733488260203,-73.9409420754878 40.7335086520785,-73.9409291468145 40.7335113918772,-73.940917580517 40.7334840471214,-73.9408181722585 40.7332489094403,-73.9407549070069 40.7332778099146,-73.9407256205499 40.7332911854071,-73.9406442348713 40.7331705114796,-73.940591127464 40.7330917662203,-73.9405686893025 40.7330584942577,-73.9406849160134 40.7330170771246,-73.9403665895295 40.7322125869148,-73.939887851462 40.7312956210336,-73.9398132262545 40.7311526889121,-73.9397460775415 40.7310654754721,-73.9389150347707 40.7303837947332,-73.9385612041251 40.7301336432188,-73.9381033496067 40.7297285195214,-73.9380890091206 40.7297468462605,-73.9372951126293 40.7293005567874,-73.9371187450795 40.729189932065,-73.9369312479987 40.7291080912656,-73.9368400137809 40.7290879139383,-73.9365589437499 40.729017826267,-73.9360824548658 40.7288827118521,-73.9356359123366 40.7287519526528,-73.9356145398115 40.7287459856344,-73.9352743816798 40.7286510190735,-73.9350119320212 40.7285724277312,-73.9349292639187 40.728543915753,-73.9348084572107 40.7285286107039,-73.9342557278262 40.7284329144726,-73.9342303276802 40.7284313151652,-73.934235240337 40.7283954955784,-73.9342287100879 40.7283908269012,-73.9341542156219 40.7283816536207,-73.9337667607518 40.7283339394405,-73.933527616527 40.7283073975901,-73.9334994819438 40.7283041392015,-73.9334855598164 40.7282944147814,-73.9334827199932 40.728281563846,-73.9332572980561 40.7282407028148,-73.9330165861012 40.7282103422337,-73.9329111623526 40.7282333159417,-73.9326268266163 40.7281806135635,-73.9324078986619 40.7281459238374,-73.9323870036787 40.7281476945562,-73.932360906291 40.7281677703671,-73.9323459884982 40.7281823938847,-73.9321339751577 40.7281596034337)))","BK0101","Greenpoint","0"
"MULTIPOLYGON(((-73.9581429239695 40.7244042846536,-73.9577198920517 40.7242849573596,-73.9562731153278 40.723389876335,-73.9547766294745 40.7224595046682,-73.9541833034451 40.7226364283082,-73.9538246169848 40.7227597349862,-73.9533203675562 40.7229327000463,-73.9524959484396 40.7232177342973,-73.9516463225236 40.7234858574841,-73.9506459426723 40.7217056932818,-73.9498659952975 40.7221794837452,-73.9490781683873 40.7225402872031,-73.94887459659 40.7212924065517,-73.9485326046255 40.719167176403,-73.9484163860506 40.7184555331231,-73.9472134187679 40.7185609861187,-73.9483216755496 40.7178645124686,-73.9485576596503 40.7177198776103,-73.9490428165764 40.7174285191929,-73.9494909112696 40.7171290249518,-73.9498313379009 40.7169011445674,-73.9511443369977 40.7160345207861,-73.9518424345223 40.7154420678136,-73.9521087852763 40.7152588942412,-73.9527538133569 40.7147359910572,-73.953352945703 40.7141836551097,-73.9534847216481 40.7140702080787,-73.9532527297551 40.7140656297464,-73.9531649760277 40.7140650983667,-73.9530314942003 40.7140628465337,-73.952910497986 40.7140609866411,-73.9516236632142 40.7140663609193,-73.9493723191673 40.71406687831,-73.9492452624372 40.7133203086126,-73.9491308304174 40.712612420734,-73.9490135844782 40.7119037562807,-73.9488923387846 40.7111675353547,-73.9487714974858 40.7104322594284,-73.948655335118 40.7097249831822,-73.9508749266722 40.7095131151984,-73.9508296388291 40.709143598,-73.950760272086 40.7088028603317,-73.9506591954991 40.7081699831568,-73.9505300999869 40.7073909852035,-73.9504058896421 40.7066527461339,-73.9502891841127 40.7059134389308,-73.950236937579 40.7054732466546,-73.9509560618249 40.7058429364061,-73.95108529937 40.7059129517369,-73.9519105569929 40.7063600789239,-73.9522995549284 40.7064902937645,-73.9525150381166 40.7065585875063,-73.9529138869202 40.7067003109301,-73.9533787806892 40.7068562930084,-73.9540170143672 40.7070802409832,-73.9555416581869 40.7075934475796,-73.9562694524429 40.7078495615198,-73.9567244909058 40.7080099523774,-73.9572032163391 40.7081792477718,-73.9572825544481 40.7082073100508,-73.9573598105064 40.7082346239978,-73.9579043080459 40.7084271734703,-73.9581525017042 40.7080409182023,-73.9583843243326 40.7076766907994,-73.9584557679468 40.7072518469431,-73.959200847831 40.7073315852794,-73.959395425358 40.7073524083427,-73.9599383592295 40.707406801135,-73.9604038320217 40.7074518862583,-73.9605033360307 40.7074615232638,-73.9611442294089 40.7075235957374,-73.9618601985457 40.7075950569862,-73.9621312891215 40.7076226928002,-73.9627433310986 40.7076850817599,-73.9632787384312 40.707729298519,-73.9644231189519 40.7075337245787,-73.9648483781468 40.7074536109223,-73.9659321968311 40.7072438745651,-73.9672889023642 40.7070020031405,-73.9683893374683 40.7068291867471,-73.9692929641455 40.7070933310958,-73.9696225218491 40.7076275885552,-73.9698486482351 40.7080030421903,-73.9698889946891 40.7085748720672,-73.9699419669867 40.709302053354,-73.9696148576748 40.710147749182,-73.9696054133037 40.7102708433722,-73.9696858495099 40.7103217314837,-73.9699926923556 40.710382051246,-73.9700990269547 40.7104578579221,-73.9700128535672 40.7105227497151,-73.9699407699073 40.710516955421,-73.9698521150033 40.7105169206777,-73.9696843672284 40.7104940199067,-73.9696310612745 40.7106569464905,-73.9697374331413 40.710679822006,-73.9698124128809 40.7107327842514,-73.9697891849518 40.7107919337905,-73.9696923082644 40.7108469029218,-73.9694180931322 40.7109381272622,-73.9693853116728 40.7110055771537,-73.9698257281508 40.7112039887933,-73.9698093487904 40.7112226632575,-73.9697119427001 40.7112121679026,-73.969662068609 40.7111852418909,-73.9695543313939 40.711163402436,-73.9693170560695 40.7110906565044,-73.9692856264724 40.7111747115011,-73.9692349299735 40.7112405414384,-73.9692910161822 40.7112701998151,-73.9692335273995 40.7114331327891,-73.9691448322554 40.7114569945475,-73.9690958002746 40.7115631136033,-73.9690797865763 40.7116234424767,-73.9688847322086 40.7121768587308,-73.9688659155738 40.7122318986553,-73.9688161207986 40.7122519477066,-73.9688653757741 40.7122723596268,-73.9688381766455 40.712389641929,-73.9689407930184 40.7124187729506,-73.9689246634318 40.7124634269351,-73.968905972631 40.7125067765303,-73.9688959507282 40.7125283142744,-73.9688724852355 40.712578743939,-73.9688371173458 40.7126323818693,-73.9688244978784 40.7126606176373,-73.9688069333312 40.7127086209171,-73.9687838634211 40.7127565262057,-73.9687319482217 40.7127405699147,-73.9687224361543 40.7127376458278,-73.9687169878331 40.7127469452774,-73.9686660580004 40.7128571929892,-73.968543882426 40.712820701445,-73.9684984755434 40.7128069037368,-73.9684697334704 40.7128247093462,-73.9684729800567 40.712853427709,-73.9684540565033 40.7129243866149,-73.9684703137231 40.7129277731032,-73.9685715752626 40.7129488746804,-73.9685067261951 40.7131054718895,-73.9688482866973 40.713227636529,-73.9683912521391 40.7142619181715,-73.9680083068733 40.7151207238061,-73.9676544824912 40.7158691097254,-73.9673639169947 40.7164836790553,-73.9672923533353 40.716515572619,-73.9672440434894 40.716585350419,-73.9672633138164 40.7166661671859,-73.9671135428992 40.716897539104,-73.9671515999893 40.7169192731798,-73.9672679842209 40.7169857409558,-73.9667684172984 40.7177054035189,-73.9665969033269 40.7179679808877,-73.9665624189749 40.7180158668063,-73.9665522974609 40.7180370561813,-73.9665379520819 40.718033099049,-73.9665293242052 40.7180307189998,-73.9665151241153 40.7180491773355,-73.9663243339294 40.7182972150541,-73.9662336347473 40.718247437369,-73.9662168402967 40.7182382199729,-73.9661631672506 40.7182838732036,-73.9660520999235 40.7183871933501,-73.9660858848832 40.7184119939305,-73.9661129297721 40.7184318481298,-73.9661305929221 40.7184894944578,-73.9658789353266 40.7187550776865,-73.9658584717517 40.7187732283465,-73.9657063633605 40.7189149026369,-73.9657029831322 40.7189178611591,-73.9656322842161 40.718928461613,-73.965529934703 40.7188887078885,-73.9651195041619 40.7192268945,-73.9652801935352 40.7193485107586,-73.9654011712707 40.7195510125624,-73.9653916321955 40.7198291796064,-73.9653273245368 40.7200424032992,-73.9652810913343 40.720125184468,-73.9651173682369 40.720316339359,-73.9650327839416 40.7203770694752,-73.9644794628917 40.7200361877533,-73.9643819088926 40.7201394246605,-73.9643335973678 40.7202083196805,-73.9644475491965 40.7202769739061,-73.9643347546411 40.7203865389113,-73.9643973566163 40.7204418344266,-73.9643610795632 40.7204772398772,-73.9642746249729 40.7205757670914,-73.9642406970652 40.7206122304941,-73.9642019309858 40.7206538942571,-73.9640659131032 40.7207999109626,-73.9640261752458 40.7208808930688,-73.9639979372445 40.7209384380728,-73.9635595842427 40.7215394869659,-73.9635385541452 40.7215733785144,-73.9634375955292 40.7215590951624,-73.9634152282094 40.7215816274453,-73.9629656640301 40.7220344771229,-73.9627566548873 40.7223990151264,-73.9622534632019 40.7235322975463,-73.9622350496432 40.7235702592653,-73.9620727194385 40.7238803009056,-73.9620074486506 40.723991901608,-73.9619025618 40.7240982904812,-73.9618942677825 40.7241067021013,-73.9616598430135 40.7248604544631,-73.9621146156683 40.725148063399,-73.9619023964313 40.7253205008112,-73.9617607035078 40.7252287921108,-73.9615367935871 40.7251089183495,-73.9614126357785 40.7251772194927,-73.9611636636842 40.725264605831,-73.9604323024061 40.7251141086606,-73.9603665110243 40.7250473093862,-73.9587592823595 40.7245413543698,-73.9583307822691 40.7244117007662,-73.9581429239695 40.7244042846536)))","BK0102","Williamsburg","0"
"MULTIPOLYGON(((-73.9502369375791 40.7054732466546,-73.9498378865889 40.7052290215631,-73.9494706839955 40.7050190192835,-73.9492533572145 40.7048959307617,-73.9486649890537 40.7045650744312,-73.9485496274194 40.7045004314825,-73.9481406614272 40.7042712543866,-73.9478536727542 40.7041113832062,-73.9470520529749 40.7036639498428,-73.9462510778085 40.7032087479562,-73.9458549911283 40.7029872067752,-73.9454498819218 40.7027606359744,-73.9446391015486 40.7023136946746,-73.9443146016284 40.7021333453522,-73.9440050404873 40.7019617921972,-73.9438247380718 40.7018620078787,-73.9432268601232 40.7015207091458,-73.9430640691188 40.7014244350922,-73.942389949148 40.7010077240721,-73.9422005870527 40.7008906674678,-73.9419307888223 40.7007252346958,-73.9437235282289 40.7005058357305,-73.9443878859649 40.7004245237826,-73.9446176611153 40.7004053004199,-73.9463155753173 40.7002149527619,-73.947127621468 40.7001228103816,-73.9472480877196 40.7001049092468,-73.9481322539084 40.700006273319,-73.9497937934862 40.6998233149261,-73.9500909471549 40.6997905927352,-73.9510111210262 40.6996779853941,-73.9513727864816 40.6996337246013,-73.9515373893043 40.6996135793481,-73.9517725790113 40.6995847944241,-73.9519516231098 40.69956288152,-73.9525480017794 40.6994947766386,-73.9533700073659 40.6994045406529,-73.9542905338426 40.6992953537741,-73.9551837088696 40.699192902413,-73.956074562506 40.6990900019676,-73.9570199318944 40.6989739143499,-73.9579593822098 40.6988200032159,-73.9588587469344 40.6986773264165,-73.960196889235 40.6984627274389,-73.9610510070001 40.6983260788191,-73.9618983782421 40.6981883330341,-73.9623307288082 40.6981195943247,-73.9623590331906 40.6981150917399,-73.9623976909048 40.6981089452351,-73.962482959087 40.6980953847548,-73.9628396371634 40.6980386683399,-73.9623657998502 40.6996055858518,-73.9621797815521 40.7002207101018,-73.9625193039367 40.7004726819675,-73.9625499252887 40.7004970331413,-73.9631825209575 40.7010000953747,-73.9638688939085 40.7015418892111,-73.9645184480918 40.7020749782679,-73.9652043896813 40.7026227448141,-73.9658741864341 40.7031576959966,-73.9660741357412 40.7033201529412,-73.9665374718372 40.7036966129153,-73.9666697024389 40.7038066043903,-73.9672096204262 40.7042557091534,-73.9676154779079 40.704961635387,-73.967951391262 40.705731217564,-73.9683893374683 40.7068291867471,-73.9672889023642 40.7070020031405,-73.9659321968312 40.707243874565,-73.964848378147 40.7074536109223,-73.964423118952 40.7075337245787,-73.9632787384312 40.7077292985189,-73.9627433310986 40.7076850817599,-73.9621312891216 40.7076226928002,-73.9618601985457 40.7075950569862,-73.9611442294088 40.7075235957374,-73.9605033360308 40.7074615232638,-73.9604038320218 40.7074518862583,-73.9599383592295 40.707406801135,-73.9593954253581 40.7073524083426,-73.9592008478309 40.7073315852794,-73.9584557679468 40.7072518469431,-73.9583843243326 40.7076766907994,-73.9581525017042 40.7080409182023,-73.957904308046 40.7084271734703,-73.9573598105064 40.7082346239978,-73.9572825544481 40.7082073100507,-73.9572032163392 40.7081792477718,-73.9567244909059 40.7080099523774,-73.9562694524429 40.7078495615198,-73.955541658187 40.7075934475796,-73.9540170143671 40.7070802409832,-73.9533787806892 40.7068562930083,-73.9529138869202 40.7067003109301,-73.9525150381166 40.7065585875063,-73.9522995549284 40.7064902937645,-73.9519105569929 40.7063600789238,-73.95108529937 40.7059129517369,-73.9509560618249 40.7058429364061,-73.9502369375791 40.7054732466546)))","BK0103","South Williamsburg","0"
